# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 7
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.914217543086735,0.3491777726841897,-0.740871839407533,0.0128873658245679,5.265768947374565,-1.242740201410762,-476.24944980438255,98.13257101306532,-14.479945509571904,107.29711485934833,0.5900353705538225,0.3981272855734906,0.2618776364095052,0.6047405348709748,1.274859877069919,0.0079638539360773,0.0828929606125758,0.0,0.0,0.0,0.0,0.9635327490361087,0,0.786036036036036,0.0,0,0,0,6,0.45585698735718494,0.0,1.455856987357185,0.181
2,0.1063732205957987,3.3496627396041547,-1.026786209738754,0.5266945689024392,3.0928896288946994,-0.171865811848062,2192.7178792607883,2080.3053264721707,1278.301084603787,-82.7124154856952,0.3180510538081235,0.0355786662484045,0.2944775404684667,1.2625771480351695,1.8761271660546563,0.0234829680323034,0.0868351822220252,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,6,0.47058823529411764,0.0,1.455856987357185,0.181
3,0.844947671738566,4.303846637888177,0.5811298694050295,0.1260238316607369,6.217255313329531,-1.356121641354376,1382.8050446739628,-332.04227119343744,2400.780522151948,-53.23770500955618,0.6516869095750063,0.8009843609809717,0.1543619573934667,2.9762223469113724,1.555390167242224,0.0265248429010179,0.0891270669766263,1.0,0.0,0.0,0.0,0.0630226773260466,0,0.3180242634315424,0.0473036992067613,1,0,0,6,0.4957853317626088,0.0,1.455856987357185,0.181
4,0.915137016520159,3.515331526887248,-1.1646498863002563,0.904395623753174,4.045450165646562,-0.6603973384404108,522.3334693321065,713.9498800229944,318.65861614531264,-141.14623149452854,0.102944608232675,0.0655135657376349,0.4762358443294312,1.842230885183816,0.8689236558519238,0.0096315580663922,0.1049851252592331,1.0,0.0,0.0,0.0,0.2339018357739537,0,0.0,0.128567698950099,1,0,0,6,0.49190997263082664,0.0,1.455856987357185,0.181
5,0.3927923521318006,2.187576350768988,1.2091786584174016,0.1153507930429716,4.174366508846218,-0.6335420939010605,452.8276715180473,663.8887782927507,1526.4755552800966,-94.83069426874032,0.4411585575893419,0.358049712552718,0.226725936351091,1.5063365039979084,1.1089182069308536,0.0143901780847403,0.0746813983332974,0.7209478768234905,0.0,0.0,0.0,0.1351949833114634,0,0.0,0.0847121760014655,1,0,0,6,0.46710911977273056,0.0,1.455856987357185,0.181
6,0.2245082796440461,1.811320039203817,0.0221885618612047,0.650172396663981,2.830342365204075,-0.1094672022580052,2372.6425299707744,2272.5477418633773,2147.059411244731,65.17130095856737,0.1646548032696052,0.7839338579920712,0.6930732771444243,0.5565045874716912,0.9226465558352016,0.0098834335716777,0.003494763951139,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1179122685097141,0,0,0,6,0.3598771922652773,0.0,1.3598771922652773,0.213
7,0.9530435316443384,0.1044384697995495,1.064486093366296,0.379815195114919,0.9046489623059788,0.4469543128890199,2009.597223993364,-294.6019246134722,900.4819086504529,909.6511359821608,0.6681114253306721,0.1830364017297945,0.6708503183178893,2.6415671045761453,0.241918824509995,0.0162773398072661,0.0477599095693364,0.4865836839655838,0.0,0.0,0.0,0.0,0,0.0,0.0957771404031971,1,0,1,6,0.5048447543746342,0.0,1.3598771922652773,0.213
8,0.4321475916191174,0.7455541272161824,-1.1422227047151057,0.3729988143766879,1.823447240039036,-1.3887181354082945,1450.1913781227372,1225.640068801708,1881.0639611267163,1001.924530741428,0.1221870905096622,0.9017692405458784,0.5236961996518683,2.6632891484602457,0.2957075560105036,0.0168177524283537,0.0868997292022204,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,6,0.47058823529411764,0.0,1.3598771922652773,0.213
9,0.7776445041773672,3.88793526779789,-1.168542436158699,0.5470978485357217,3.830821859630346,-0.139158785453956,-176.44078740934032,-343.72716648353367,1968.2136587363036,981.190821365702,0.2199228341826505,0.056773728433608,0.8841696147973942,0.8188378529108725,0.6526735406658823,0.0082547890675802,0.0595124596384953,0.0,0.0,0.0,0.0,0.6575541349156758,0,0.4271844660194174,0.1373980526314768,0,0,0,6,0.4248315678568571,0.0,1.3598771922652773,0.213
10,0.5347797601109113,0.4717226754094855,-1.3887145982151536,0.2720969919237274,4.703145011415402,-1.479461427437781,1621.6555419111355,85.05383298028573,2047.7875380882103,620.2455713277545,0.5538209823948782,0.1634992286502724,0.2939727738039345,2.292666526713389,1.829711534813419,0.0230143402849375,0.0859612401575383,1.0,0.0,0.0,0.0,0.0,0,0.0,0.064657532053091,1,0,1,6,0.5332151489442994,0.0,1.3598771922652773,0.213
11,0.4093811326352031,0.3446236501043621,-1.4205436528589113,0.1715198377386231,3.458690260249293,-1.335955948446324,622.1431891135735,961.9593356271698,221.2597387616746,1887.6303125844531,0.4744516351875526,0.5235860515409108,0.6723629393752394,1.7340290715734277,1.594501075617434,0.010522440940964,0.1060967653293705,1.0,0.0,0.0,0.0,0.2558760966112676,0,0.0,0.1046904731483703,1,0,1,6,0.5506215629270375,0.0,1.3598771922652773,0.213
12,0.0022750223840704,1.6316298852510234,-1.0635875762096645,0.880103835908544,1.94669021567294,0.9907348946584388,866.4577237257347,-456.4054430952197,616.4993135661205,1998.2570210207516,0.6830982974063643,0.1611422744572916,0.3487889045475204,1.6317605970876097,1.331077564570157,0.0168230040243002,0.0342291352374285,0.0,0.0,0.0,0.0,0.2866525044071122,0,0.0,0.2943823203031011,1,0,0,6,0.44594322498295375,0.0,1.3598771922652773,0.213
13,0.0143244157090038,0.2726723203430944,0.9989714704445244,0.8773650981921866,4.68832218137812,1.0711193215525054,-339.9223679330644,1832.306181335461,1160.594254327195,19.870242113990003,0.8094535998864131,0.7667871414192061,0.7925868689213591,2.134898459479371,1.6095433169065936,0.01496281228973,0.0517716329600636,0.0,0.0,0.0,0.0,0.5953847174340257,0,0.1293333333333333,0.0948776159841538,0,0,0,6,0.40115268627950074,0.0,1.3598771922652773,0.213
14,0.8397986496017267,2.409938214221718,-1.5013024221423563,0.1757596902344879,4.424271365657317,0.3444877390495628,-266.1909669986419,537.064166180854,568.1778395308338,351.0491812579548,0.0175700709380003,0.1934290578177669,0.6610008612851835,2.10555164539888,1.1535806831418185,0.0079871808831525,0.0422924542648029,0.0185063173619764,0.0,0.0,0.0,0.3555311393463535,0,0.5638977635782748,0.0,0,0,0,6,0.4081138364874473,0.0,1.3598771922652773,0.213
15,0.5916629764255787,0.9397516033174852,0.5010761106394681,0.0803796774470979,2.76045566330939,-0.6679444932903579,598.5500683358132,2306.7895715500304,2459.8483941857576,1345.8339562774431,0.5793077594640134,0.7791024170797025,0.4207308973692067,1.6008691110767717,0.0247284262039477,0.0221275791982898,0.0370569879354633,0.2983361663236288,0.0,0.0,0.0,0.0544543563939021,0,0.1255060728744939,0.0,1,0,0,6,0.43989979974070736,0.0,1.3598771922652773,0.213
16,0.4060487475509483,4.703299513008248,-0.9014758175144918,0.2737222299851193,2.7770803360992518,0.6480713350583103,1628.7567276279196,412.53232127600506,99.46879659817716,-333.9285320942579,0.6879060106026837,0.3042455734380096,0.5561824696596704,1.908082386751907,1.8198519176424104,0.0172518508883969,0.0241204926015561,0.0,0.0,0.0,0.0,0.2497873663130913,0,0.2597054886211513,0.0830669940581256,1,0,0,6,0.4466211675877863,0.0,1.3598771922652773,0.213
17,0.9215872712756014,4.934053136315436,1.1924305634404462,0.5726141678514896,4.934965044254878,0.3432629428205906,2113.516763835983,673.9408004343593,2348.1428247327967,1737.0429543963887,0.1726126388226403,0.3505920428635031,0.6972232949872279,1.9827185769993971,0.4891379047213327,0.0252213261844699,0.0843775246199742,1.0,0.0,0.0,0.0,0.0,0,0.1985624438454627,0.0130482445186807,1,0,0,6,0.48303592284494956,0.0,1.3598771922652773,0.213
