# algorithm: RS
# population_size: 100
# num_evaluations: 10000
# run_idx: 0
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.5488135039273248,4.493667318642264,0.3228406673247614,0.5448831829968969,0.4236547993389047,0.6458941130666561,2.749441536415439,1.23079118113181,0.9636627605010292,0.3834415188257777,0.7917250380826646,0.5288949197529045,1.1360891221878646,1.851193276585322,0.0150775300979148,0.0020497147866604,0.0,0,0,0,0,0,0.2996794871794871,0.0042184753481937,0,0,0,6,0.37081752720751066,0.0,1.3708175272075107,0.21
2,0.0710360581978869,0.5474495357095673,-1.5072783579290103,0.832619845547938,0.7781567509498505,0.8700121482468192,6.148840389253347,0.939834347601729,0.4614793622529318,0.7805291762864555,0.1182744258689332,0.6399210213275238,0.2867065748180928,1.889337834099168,0.1031790905220467,0.0023878032706458,0.0,0,0,0,0,0,0.0,0.0125868443620813,0,0,0,6,0.35368157908012243,0.0,1.3536815790801224,0.215
3,0.5218483217500717,2.605397808795041,-0.7396703593410495,0.7742336894342167,0.4561503322165485,0.5684339488686485,0.1180597980265432,0.3695628134149589,0.6120957227224214,0.6169339968747569,0.9437480785146242,0.6818202991034834,0.719015801147572,0.8740639075986829,0.1168993227279644,0.0027962942580968,0.0,0,0,0,0,0,0.0,0.0033458874869599,0,0,0,6,0.35313799338158586,0.0,1.353137993381586,0.216
4,0.6976311959272649,0.3784077984589892,0.5239130881074092,0.6706378696181594,0.2103825610738409,0.1289262976548533,1.9818947799947184,-0.4281652407700733,0.5701967704178796,0.4386015134623203,0.9883738380592262,0.102044810748028,0.4177535121896694,0.3226190357699925,0.1160499048742827,0.0024473107489933,0.0,0,0,0,0,0,0.0,0.0137567808162712,0,0,0,6,0.35375039887154536,0.0,1.353137993381586,0.216
5,0.6531083254653984,1.5914780755099305,-0.1058378284997461,0.2444255920016027,0.1589695836455197,0.1103751411643051,4.123840433195416,-1.1366817819867356,0.1965823616800535,0.3687251706609641,0.8209932298479351,0.0971012757930612,1.6758898149976078,0.1921968157879261,0.1055508773572885,0.0028836321752251,0.0,0,0,0,0,0,0.0,0.0102127894061362,0,0,0,6,0.35354192878859625,0.0,1.353137993381586,0.216
6,0.9764594650133958,2.944622344384896,1.4977891321762384,0.604845519745046,0.7392635793983017,0.0391877922543206,1.776928552028184,-1.1931876931008492,0.2961401975221449,0.118727718954244,0.317983179393976,0.4142629945146699,0.1282949926975687,1.3849442387400397,0.0953317109036934,0.0032335360275995,0.0,0,0,0,0,0,0.0,0.0258701978611532,0,0,0,6,0.354462952815362,0.0,1.353137993381586,0.216
7,0.5666014542065752,1.6674913501505937,0.0730359139812464,0.0939405107584416,0.5759464955561793,0.929296197576214,2.001627761365749,0.5259352198285785,0.1317978624043921,0.7163272041185655,0.2894060929472011,0.1831913620071168,1.1730258696201663,0.0402150923749871,0.1030523156308048,0.00102149118716,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
8,0.8289400292173631,0.0295025470232232,0.5586271256858155,0.2700079731921648,0.7351940221225949,0.9621885451174382,1.5629620964793352,0.2392553223240574,0.592041931271839,0.5722519057908734,0.2230816326406183,0.952749011516985,0.8942507572352547,1.6928173449422557,0.014735025917876,0.0012856190643127,0.0,0,0,0,0,0,0.0,0.0234685254909824,0,0,0,6,0.3543216779700578,0.0,1.0,0.333
9,0.6994792753175043,1.8688514794252724,0.9858249250897968,0.3965057408469846,0.8811031971111616,0.5812728726358587,5.540106670427087,0.604855828972271,0.7252542798196405,0.5013243819267023,0.956083634723224,0.6439901992296374,0.8477100971163594,1.2127864282558487,0.0149581431141248,0.0007968405921781,0.0,0,0,0,0,0,0.0,0.0435965112530517,0,0,0,6,0.35550567713253245,0.0,1.0,0.333
10,0.0191931983093335,1.8948504571449056,0.5032000086865085,0.290077607210444,0.6180154289988415,0.4287687009457661,0.851208649826403,-0.6337147628757542,0.5699649107012649,0.5908727612481732,0.5743252488495788,0.6532008198571336,1.3042065400033778,0.8628368708679479,0.050032420751672,0.0019067358571491,0.0,0,0,0,0,0,0.0,0.0360239714497391,0,0,0,6,0.3550602336146906,0.0,1.0,0.333
11,0.896546595851063,2.309459341364396,-0.201486279622939,0.8919233550156721,0.8061939890460857,0.7038885835403663,0.6297441057449945,1.3178434976489113,0.7142412995491114,0.9988470065678664,0.1494483046579937,0.8681260573682142,0.3249858693527496,1.2311191285676883,0.1159421267096963,0.0042393928978355,0.0,0,0,0,0,0,0.0,0.0119238322173652,0,0,0,6,0.3536425783657274,0.0,1.0,0.333
12,0.1238199828494415,5.32819284684484,0.9654709830393586,0.5691007386145933,0.4071832972259996,0.069166995455138,4.382074220226207,-0.1459499668040687,0.7220555994703479,0.8663823259286292,0.9755215050028858,0.855803342392611,0.0234281683700039,0.7199561289567278,0.1123365968851212,0.0036248487908455,0.0,0,0,0,0,0,0.0,0.0649187117189808,0,0,0,6,0.35675992421876357,0.0,1.0,0.333
13,0.729990562424058,1.0783810664450573,0.0660884475073539,0.0543379883392536,0.1999965248964,0.0185217944606139,4.986949748077527,-0.8673161718270203,0.3453516806969027,0.9280812934655908,0.7044144019235328,0.0318389295313078,0.3293883129958255,1.242956802999527,0.0286788157108843,0.0036343412715599,0.0,0,0,0,0,0,0.0,0.0209102628567602,0,0,0,6,0.3541711919327506,0.0,1.0,0.333
14,0.5772285886041676,1.4947246799438103,1.364123505966386,0.613965955965896,0.5356328030249583,0.589909976354571,4.587492008307907,-0.5907922206720781,0.3982210622160919,0.2098437489751221,0.1861930058803361,0.9443723899839336,1.4791015900985751,0.9809176172351342,0.0942452716177671,0.0035419915556668,0.0,0,0,0,0,0,0.0,0.1022652849559531,0,0,0,6,0.35895678146799725,0.0,1.0,0.333
15,0.2274146279733232,1.5981689090456253,-1.3884923430274243,0.4344166255581208,0.3117958819941026,0.6963434888154595,2.37348480640258,-1.0065547328158375,0.0246787283913312,0.0672496314632485,0.6793927734985673,0.4536968445560453,1.0731584222174444,1.7933425860806842,0.0729243499801723,0.0036653319701197,0.0,0,0,0,0,0,0.0,0.0100073108380345,0,0,0,6,0.35352984181400204,0.0,1.0,0.333
16,0.9903389473967044,1.3628039455440517,0.5123252848199007,0.2633223767371506,0.0206509994657286,0.7583786538361414,2.0107270600932035,-0.366108973947528,0.5883171135536057,0.8310484552361904,0.6289818435911487,0.8726506554473953,0.5470840696312715,1.5960936678251274,0.0148913987227526,0.004145353888142,0.0,0,0,0,0,0,0.0,0.0310121191367507,0,0,0,6,0.35476541877275003,0.0,1.0,0.333
17,0.1856359443059522,5.986566539889415,0.5890117917341731,0.2155076771135584,0.9473705904889242,0.7308558067701578,1.595562397634116,-0.9006569857745029,0.5182007139306632,0.0256627180545315,0.2074700754411094,0.4246854687515062,0.7483399606684511,0.9271508487296214,0.0149471113852794,0.0041245173051838,0.0,0,0,0,0,0,0.0,0.0235008469772934,0,0,0,6,0.3543235792339584,0.0,1.0,0.333
18,0.2776287062947319,3.686874784148942,1.1430860985358864,0.117531855962033,0.5173791071541142,0.1320681063451533,4.504162216178747,-0.3265380740725458,0.565421311858509,0.1832798362140786,0.1448477593433772,0.4880562806489545,0.7112254756999112,1.880863890505626,0.0151091977910659,0.0026933569497817,0.0,0,0,0,0,0,0.2848101265822785,0.0085980803072453,0,0,0,6,0.37020048275820727,0.0,1.0,0.333
19,0.7653252538069653,4.703992256264842,1.2683229684950077,0.0834224354420185,0.5521924699224066,0.5844760689557689,6.04402452012949,-0.6529878028589978,0.2408287799154468,0.1002939422654978,0.0164296295914742,0.9295293167921904,1.33983309318182,1.5703058240462755,0.1195692383967665,0.0033915074749249,0.0,0,0,0,0,0,0.0,0.1888345913955831,0,0,0,6,0.3640490936115049,0.0,1.0,0.333
20,0.2817301057539491,3.684523740162667,-1.369874932590842,0.4856275959346229,0.9774951397444468,0.8765052453165908,2.124715357672518,1.4500654066238772,0.2317016264712045,0.9493188224156814,0.9413777047064986,0.7992025873523917,1.2608958737335825,1.748575933249894,0.1111169340861618,0.0038027255542344,0.0,0,0,0,0,0,0.0,0.0179839033535317,0,0,0,6,0.35399905313844304,0.0,1.0,0.333
21,0.2930202845077967,5.334069673366928,0.3703205493575601,0.0132368577588994,0.3472335179322195,0.148140860948165,6.169015996263147,-0.0679516845025762,0.4973913654986627,0.6394725163987236,0.3685846061296175,0.1369002716855989,1.644235466388491,0.3796958238055159,0.0696850001970535,0.0029607534739934,0.0,0,0,0,0,0,0.0,0.0412506554498155,0,0,0,6,0.355367685614695,0.0,1.0,0.333
22,0.511318982546456,1.409425460604259,-1.2634088131141588,0.8621915174216833,0.9729194890231304,0.9608346580630002,5.696056192849366,0.8609450871419213,0.3331451520286419,0.0811013899879967,0.4072411714138073,0.2322341421709427,0.2649752695159659,0.1068543635736505,0.0933668209432884,0.0040017615456889,0.0,0,0,0,0,0,0.0,0.013626892628546,0,0,0,6,0.3537427583899144,0.0,1.0,0.333
23,0.7255943642105788,0.0718008401311976,0.8500544916991495,0.146946645400375,0.0795220825867557,0.0896030342386053,4.2226009088883725,-0.7999525028893744,0.4205394666800984,0.5573687913239169,0.8605511738287938,0.7270442627113283,0.5406558104774293,0.2629655985822552,0.0225803223695131,0.0035514840543206,0.0,0,0,0,0,0,0.0,0.0148838005356556,0,0,0,6,0.35381669414915623,0.0,1.0,0.333
24,0.0553743204211979,1.8950001088360844,-0.7473278747709704,0.4561405668004796,0.6832813355476804,0.6956254456388572,1.7814014511535727,-0.3772205932383448,0.181150961736903,0.7885455123065187,0.0568480764332403,0.6969972417249873,1.5573907918822067,1.5548151236975063,0.0938617979949432,0.0024495814863953,0.0,0,0,0,0,0,0.0,0.0078450276352082,0,0,0,6,0.353402648684424,0.0,1.0,0.333
25,0.2594225643453549,2.348737215888566,0.2752023703901216,0.272821902424467,0.3708527992178887,0.1970542801856396,2.889359732235829,-1.430642648915237,0.799795884570618,0.0769564469866327,0.518835148831526,0.3068100995451961,1.155085897662751,1.9188666816668505,0.0152713016101445,0.0035820735731096,0.0,0,0,0,0,0,0.3285509325681492,0.0126913171360852,0,0,0,6,0.373014249982602,0.0,1.0,0.333
