# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 9
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.9042209913325094,1.98531922890834,0.0362105410650879,0.2508810086891931,0.7119738562145157,0.8555232235215798,2.811927392540872,-0.4638687437365996,0.7904475223775199,0.1583875853356723,0.8531607790367626,0.8717002573840791,0.898009553712265,0.7564357118974274,0.0149628162032103,0.0036193428168389,0.0,0.0,0.0,0.0,0,0,0.0,0.0265578805921681,0,0,0,6,0.3545034047407158,0.0,1.3545034047407158,0.215
2,0.4891457666635096,0.4291838591786317,-1.0067179423650543,0.255188185086128,0.0048562143172536,0.8688158942195291,3.5739713146542447,-0.1410471855759481,0.8197238854063251,0.3094240207861147,0.4679901199833918,0.1435524678848658,1.2887391101414694,0.6658282492657899,0.0151218898823364,0.0041893617974552,0.0,0.0,0.0,0.0,0,0,0.3783403656821378,0.0083899449868116,0,0,0,6,0.3756900182746441,0.0,1.3545034047407158,0.215
3,0.850152585888826,1.8359230825866049,-1.008352463112203,0.3706199295474756,0.7987311622810289,0.7611109554336419,2.201949418494901,-1.2949361194198956,0.8037178123610533,0.2808248401441311,0.7467644474418454,0.6106883812158089,0.6412271033040757,0.899807841524656,0.0150177236839604,0.0031010355248626,0.0,0.0,0.0,0.0,0,0,0.0,0.0412400547598901,0,0,0,6,0.3553670620446994,0.0,1.3545034047407158,0.215
4,0.4200173328012161,0.1782805436393796,0.3543385631804019,0.208396976615101,0.2971305374228621,0.2524291751017707,4.281040327382492,1.3857083788180935,0.107613004973288,0.2079528243409338,0.0018146261798673,0.4915166379359633,0.0278764456088684,0.1320425842153401,0.0588161356707384,0.0017523336759168,0.0,0.0,0.0,0.0,0,0,0.0,0.0339070765790501,0,0,0,6,0.35493571038700295,0.0,1.3545034047407158,0.215
5,0.337318782579265,4.064559067919608,-0.7217399869341516,0.2380727268125035,0.6729952646509916,0.0896627473897588,2.5210008702739928,-1.4394282147784387,0.9785078672586024,0.3171022676358779,0.9273549941131328,0.3536866719075371,0.8950258358879868,1.4131254575135936,0.0152678464248341,0.0029223629169536,0.0,0.0,0.0,0.0,0,0,0.3601895734597156,0.0036680515915329,0,0,0,6,0.3743445661794852,0.0,1.3545034047407158,0.215
6,0.8262399948721247,1.7194649892021323,0.5690124608483513,0.34214083580737,0.5333904269496498,0.9073580991210856,2.9347302498912025,-0.3586299680051401,0.8347414263753551,0.8886266345720697,0.2701083720773708,0.2749316509798979,0.4498451183882761,0.3039857190528914,0.0149503838992568,0.0011446087223365,0.0,0.0,0.0,0.0,0,0,0.0,0.0348307934605014,0,0,0,6,0.35499004667414713,0.0,1.3545034047407158,0.215
7,0.7974868813531568,6.268616434522545,-1.153581228340876,0.0933789180320402,0.1049498413900876,0.015530636387387,1.2096085545547648,-1.472454140741542,0.0220189951880993,0.9980767683247886,0.7325575233662535,0.3010346348877456,0.7544084214804221,1.715534985443535,0.0733236983964412,0.0046193282865393,0.0,0.0,0.0,0.0,0,0,0.2728785357737104,0.0633930171360054,0,0,0,6,0.3727218560535127,0.0,1.3545034047407158,0.215
8,0.8321164610453591,6.022907321922566,0.8189724214066088,0.3585040857969502,0.5141603090505548,0.7923145291438797,2.65637916373722,-0.8778850779918581,0.7421218960403433,0.4358009287152148,0.4309597321686176,0.5433743918468988,1.591678387973806,0.1923410709898945,0.0148099455103928,0.0028570930598407,0.0,0.0,0.0,0.0,0,0,0.0,0.0162629150489921,0,0,0,6,0.3538978185322937,0.0,1.3538978185322936,0.215
9,0.2591592021414718,5.4268828814169305,1.1712769311810378,0.4568109304731307,0.1187930349708012,0.0802467778337064,2.452247934166054,1.4477321071504483,0.1112411639299134,0.8560663033142017,0.8532506787291464,0.2421606191015242,1.335563102973774,0.3060085492055699,0.0797679116597138,0.003603190872441,0.0,0.0,0.0,0.0,0,0,0.0,0.0194874805701465,0,0,0,6,0.3540874988570674,0.0,1.3538978185322936,0.215
10,0.9245903934925233,2.9774095849773303,-0.3935490857115351,0.7268620697932605,0.6867668662762204,0.2283788616613152,4.6303118884128684,0.0749932747566051,0.4517920556884195,0.3502983147383367,0.065829939188152,0.1912976315014264,1.2812294458878566,0.1632073052533289,0.0820948675481152,0.0029444348420948,0.0,0.0,0.0,0.0,0,0,0.0,0.3842364945847492,0,0,0,6,0.37554332321086764,0.0,1.3538978185322936,0.215
11,0.3594531571793109,5.574140949942288,1.3284321268782469,0.0212611999256568,0.0116307609289424,0.3995317241241765,5.1386051309183465,-1.3488205551716916,0.5338505729072792,0.5816434375181747,0.2065112120131262,0.1852149091774569,1.3832762807723191,1.4349195804462047,0.0532123082888085,0.0042806745813892,0.0,0.0,0.0,0.0,0,0,0.0,0.0217818643703738,0,0,0,6,0.354222462610022,0.0,1.3538978185322936,0.215
12,0.7518808133579934,3.2374584889054367,-1.0039703721008086,0.2712260747753611,0.460565434461042,0.8940945056456286,2.53710442850125,-0.6831471710760944,0.8789922679666393,0.552303231674153,0.3480311393925089,0.7446735339163931,1.7326579206833153,1.4584897729267745,0.0154409846900029,0.0022884408604919,0.0,0.0,0.0,0.0,0,0,0.4188790560471976,0.01002425291718,0,0,0,6,0.3781707828802575,0.0,1.3538978185322936,0.215
13,0.6750709829004222,1.1276003603660747,-0.5386759857872856,0.8871324346573333,0.5491972575761191,0.2277190728423462,3.161457231122712,0.9297007990099492,0.108517883721204,0.943832320013096,0.3300319789982184,0.6761237059405852,0.5336146894324265,0.5359081335246134,0.0627618323794122,0.004271773991558,0.0,0.0,0.0,0.0,0,0,0.3271604938271605,0.0043302687392645,0,0,0,6,0.37244063309214265,0.0,1.3538978185322936,0.215
14,0.0857101434459056,5.97075545066791,1.3504387400940003,0.7739469885800923,0.9097260958380982,0.7081135065933605,1.8012245272945326,-1.4479188621286423,0.3360039720583496,0.3422549387020481,0.7101201736517141,0.8587964887563106,1.7150637525721248,1.71213372720143,0.1155347540028296,0.0038142688802559,0.0,0.0,0.0,0.0,0,0,0.0,0.0219798396498333,0,0,0,6,0.3542341082146961,0.0,1.3538978185322936,0.215
15,0.7958957147887677,3.698332143655994,-1.1556654356580331,0.7918853316203782,0.2589539340644536,0.445875681737006,4.536693696105214,0.2663871184170014,0.7799136329852255,0.921695004854478,0.8496981953166671,0.2835807710500313,0.024736072469085,0.5552356155835341,0.1015476648371974,0.0039646766564702,0.0,0.0,0.0,0.0,0,0,0.0,0.065972777102963,0,0,0,6,0.35682192806488017,0.0,1.3538978185322936,0.215
16,0.7835762471629364,4.7094141390044495,0.2232268766364404,0.9859522891179666,0.8762712946936003,0.0311440191693991,4.97377608925741,0.3492677900302763,0.133719093615016,0.0150830980437558,0.550556537830788,0.9874179858307076,1.3440166038780352,1.2397358292842438,0.0845534316512876,0.0041130231864325,0.0,0.0,0.0,0.0,0,0,0.2150375939849624,0.0150703963978514,0,0,0,6,0.36647694061075375,0.0,1.3538978185322936,0.215
