# algorithm: RVEA
# population_size: 100
# num_evaluations: 10000
# run_idx: 9
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.8988919455370473,0.6278843354082464,1.275504116364444,0.3515239126280267,2.4676485137007567,0.3818659818272953,3.2410694167980227,-0.0980336645982069,5.0784373972314,4.795352359983696,0.0200370175549175,0.1403911056405964,0.0,0.0,1.0,0.178720658838494,0.133482710267592,0.3697536782195211,0.9714285714285714,0.0064186137762494,0.0,0.0,0.0,6.0,0.5094002489723781,0.0,1.5094002489723781,0.164
2,0.1922055227451881,1.3371489293944232,-0.7848861182021754,0.6271011812642041,0.8122273882318636,0.7359581803614115,3.632669096189576,1.1715652016424736,0.1530849226365178,3.404271945627388,0.0219398150637696,0.1631355037218331,0.0,0.0,1.0,0.2260549052746762,0.5503708276994049,0.1729589044566686,0.9313471502590672,0.0057995535099669,0.0,0.0,0.0,6.0,0.5227371377176344,0.0,1.5094002489723781,0.164
3,0.4981396103617926,2.603414740064843,-0.8976913678077698,1.3611874599570264,1.4596287286682983,0.7290856206264126,2.6132940575690613,0.2635738996977212,3.10600849417086,2.7020638244511166,0.0176327997366768,0.1427457667724463,0.0,0.0,1.0,0.0,0.3167039078795958,0.3215157697871079,0.9236311239193083,0.0223851556643134,0.0,0.0,0.0,6.0,0.5049550563088426,0.0,1.5049550563088427,0.165
4,0.6874342863779221,5.3683818728587935,-0.1224089941534365,5.961484958915304,6.191377577829671,0.1188162302328124,3.4342848470221843,0.3113424917606078,0.0938100331892016,0.9264293258667384,0.0146802353636078,0.0992863358123153,0.0,0.0,1.0,0.0,0.0,0.1881901354167978,0.800705467372134,0.0169573827044241,0.0,0.0,0.0,6.0,0.47093252855843265,0.0,1.4709325285584327,0.176
5,0.2429090836759964,0.613918009068878,-0.3931563405377589,4.155424156781997,2.140088151996133,0.4154546200786865,2.9477668831994417,-0.1966488807955186,2.632067341561227,2.369158242194936,0.0196146761686046,0.159420598307709,0.0,0.0,1.0,0.5352866841038249,0.072695923723988,0.3025630963426504,0.984593837535014,0.0071676209503966,0.0,0.0,0.0,6.0,0.5236651272150513,0.0,1.4709325285584327,0.176
6,0.6740856831666199,3.811770488495742,0.0519712123691054,1.7015229571829675,3.8071219060879913,0.7060461076170944,2.3432242669356307,0.6437074996255356,0.8517523278527981,4.445485161300412,0.023201647800993,0.1645949782089907,0.0,0.0,1.0,0.3954036305204533,0.2294878932373479,0.3479484497894085,0.9804147465437788,0.0,0.0,0.0,0.0,6.0,0.5266620423582935,0.0,1.4709325285584327,0.176
7,0.2651409761757491,5.157876512589321,-0.6274712339085227,5.707369957345134,2.05981321437216,0.2491036094380124,4.876174723411954,-1.2146962700931925,4.763744646355946,3.283615658429767,0.0197867690583025,0.1241201016193839,0.0,0.0,1.0,0.0,0.2663467957574835,0.2193984069143877,0.8867469879518072,0.0053839531794234,0.0,0.0,0.0,6.0,0.4928162437531236,0.0,1.4709325285584327,0.176
8,0.5213496175468412,1.2140033655762923,-1.4650453738388582,3.271851737327605,0.6279629756239689,0.6773036982957482,1.46133962460059,0.0253430338859519,5.123732448966994,4.363311894909726,0.0177130875695483,0.147450452896561,0.0,0.0,1.0,0.3180573851380316,0.1190605728808171,0.3282859867222247,0.9732016925246828,0.0231780019403388,0.0,0.0,0.0,6.0,0.5153990376003585,0.0,1.4709325285584327,0.176
9,0.5917516930676422,0.3385238474513153,0.7647049100341499,1.2631568807928435,5.684242819588068,0.4735678802411608,2.774988797589017,-1.143289334356943,5.074901111204806,5.761861615270153,0.024487545929176,0.1746044736092564,0.0,0.0,1.0,0.6432744417318164,0.2866611560433273,0.1628693521039731,0.9734964322120284,0.0019107020616974,0.0,0.0,0.0,6.0,0.5334242402442848,0.0,1.4709325285584327,0.176
10,0.3629900109726832,2.5327287166054964,1.370305775349625,3.473520154407182,1.4522572131587692,0.1495620500375717,5.057342435260873,-1.2911033519212514,1.5466920479692294,5.784472945636126,0.0214264399603377,0.1330280883953765,0.0,0.0,1.0,0.0,0.2576691001843114,0.3353204835903111,0.967459324155194,0.0010764637579446,0.0,0.0,0.0,6.0,0.5036191395110448,0.0,1.4709325285584327,0.176
11,0.4734068980254322,5.88902761009561,-1.1682349620118817,4.720966376523587,3.913327622743676,0.3555628306057127,3.4744725119964186,-1.1629592778860884,3.726869467845114,0.8643049693157726,0.0229523533851891,0.184533249653274,0.0,0.0,1.0,0.7003641265578179,0.2472530633446109,0.2642318078616191,0.9798099762470308,0.0024636636733049,0.0,0.0,0.0,6.0,0.540830743393199,0.0,1.4709325285584327,0.176
12,0.6105377408481294,3.11822999669345,-0.0691966772559975,2.73667569668168,5.468936619354394,0.1873586470614215,4.320783758476262,0.6394057572056413,5.81320353171124,0.2479019307084042,0.0232122391036432,0.1521019568457816,0.0,0.0,1.0,0.0,0.6003856279983677,0.2211667106126938,0.9549738219895288,0.0031390220520656,0.0,0.0,0.0,6.0,0.516450893097215,0.0,1.4709325285584327,0.176
13,0.712044783414588,1.7608872467108685,-0.121748068050135,0.3817795317020095,3.794338636805601,0.7056166447042156,0.1476644696805074,-0.0698663607758629,0.539569409510208,6.158282012066798,0.0230443988843494,0.125297030021292,0.0,0.0,0.7520667661364114,0.0,0.5782345872198983,0.15762643114579,0.9628543499511242,0.0,0.0,0.0,0.0,6.0,0.49710483143842493,0.0,1.4709325285584327,0.176
14,0.5537273620404508,5.1825089708789225,-1.4821027150998922,5.010973198568614,1.2534245011640337,0.6858409594184329,5.184820153865881,-0.5813106262685434,2.511687012146718,6.19263768256042,0.081636007886698,0.1304188611183761,0.0,0.0,1.0,0.0,0.3450256418397386,0.214975817880343,0.8396860986547086,0.0109195599559672,0.0,0.0,0.0,6.0,0.4947415951959269,0.0,1.4709325285584327,0.176
15,0.6905691676689136,1.7722540738479473,1.5004571883977031,4.705188989952085,4.252690274990742,0.6673253631700454,3.786721865543296,-1.2127014704769556,6.053502729814974,3.3071781683692407,0.0180365029479209,0.1302235391435232,0.0,0.0,1.0,0.1065097443446875,0.2476915051982089,0.2002321992710623,0.9435364041604756,0.0335729917400835,0.0,0.0,0.0,6.0,0.5018554614537951,0.0,1.4709325285584327,0.176
16,0.7487948109393546,0.1058302570677897,-0.222044627151823,5.043361566746585,0.9304762727071806,0.7564347320362081,2.190921296672645,-1.4354565892084294,4.552111028878256,5.388699474919676,0.0299543379557563,0.1429803796602645,0.0,0.0,1.0,0.0,0.3436119196765138,0.3704170048696521,0.9773622047244096,0.0070143074565772,0.0,0.0,0.0,6.0,0.5116709080427737,0.0,1.4709325285584327,0.176
17,0.5929119873311093,3.2410841456677577,-0.2777471378754885,3.221537876325054,0.3624073324303401,0.2677679735685246,5.031189214484417,1.3600172349560191,0.0754170393962365,0.1063586210990856,0.0526885528498641,0.1576042351928817,0.0,0.0,1.0,0.1013253310906995,0.7245359785835402,0.0488506467511108,0.8506849315068493,0.0146220634731883,0.0,0.0,0.0,6.0,0.5141187618473757,0.0,1.4709325285584327,0.176
18,0.3671584166778329,3.524902906616964,-0.3259562437715442,6.161280007909534,4.494605596868692,0.8417037296137863,0.8009045808357168,1.3723129700770715,1.7248681166377495,4.320306614287091,0.0209940552313886,0.1812695200151173,0.0,0.0,1.0,0.450182118775394,0.2990424023473283,0.4159017886051782,0.9712121212121212,0.0,0.0,0.0,0.0,6.0,0.5374316724082365,0.0,1.4709325285584327,0.176
19,0.1568994522609202,4.774605064742247,0.5602957470137198,5.416739404861202,3.0050478088324724,0.2432743019407137,4.776809715268374,-0.9723747347917524,2.405649164706954,3.9130451662568064,0.0266073918263797,0.1358716348482465,0.0,0.0,0.9710245352464228,0.0,0.4741850367819586,0.1812974572981775,0.9595959595959596,0.0061647995048617,0.0,0.0,0.0,6.0,0.5054275169663165,0.0,1.4709325285584327,0.176
20,0.6945884920570353,4.194305536210587,0.6491088521846238,4.679801876008387,4.489933803869185,0.1429625240752501,4.186850467297189,1.2891757718393522,0.2037320251109311,1.161222964490674,0.022677790129632,0.1801910427572399,0.0,0.0,1.0,0.4841751995662595,0.2603561308184177,0.4139467825331409,0.9935316946959896,0.0083628093899449,0.0,0.0,0.0,6.0,0.5388454480590442,0.0,1.4709325285584327,0.176
21,0.9306673057434476,5.312244105880904,-0.0206532407085184,5.916464449271167,1.5729058583223687,0.3163239571978405,5.9198106819963785,-0.5131666421306191,6.149633254158375,0.8898409841954107,0.0230133302924395,0.17083676505374,0.0,0.0,1.0,0.0,0.6332524587912737,0.4046895600875594,0.9874826147426982,0.0069411286706448,0.0,0.0,0.0,6.0,0.5313156330760104,0.0,1.4709325285584327,0.176
22,0.7347658170361696,3.494811257495735,-0.6200541262046548,6.099704953888372,1.4127277969210232,0.1387691569546727,3.863734694103466,-0.0253559850497184,1.1507825650596912,0.6868182228030725,0.018096591963721,0.1437239104443661,0.0,0.0,1.0,0.2382403549701599,0.1163037585042406,0.365604237216427,0.9746835443037974,0.0020045088829514,0.0,0.0,0.0,6.0,0.5115786119927986,0.0,1.4709325285584327,0.176
23,0.1746529987226083,3.1937326176444487,1.5526845804997778,2.9137414348573683,5.441201832631621,0.0807224742129454,4.392380929841065,-1.0753438265794335,5.771562931058183,2.5185982083171097,0.0201405532292413,0.1976727315663438,0.0,0.0,1.0,0.537669459422051,0.5871433702100217,0.2401098677656027,0.9750623441396508,0.0,0.0,0.0,0.0,6.0,0.5494108847963134,0.0,1.4709325285584327,0.176
24,0.7032706986407313,1.707556298160503,0.9525299508392976,5.799347447865088,4.315640514285971,0.454332366471409,3.45440039623534,-0.99754217558584,1.067712374475858,0.400639474189614,0.0174660665689731,0.1341376945442748,0.0,0.0,1.0,0.2436261408360274,0.0898632831045645,0.2728006982672972,0.9656992084432716,0.0014229176242069,0.0,0.0,0.0,6.0,0.5043183675456099,0.0,1.4709325285584327,0.176
25,0.71624463013374,0.6351753513071898,1.1744891648597324,1.8108422243774145,2.543556412116132,0.6196533904838568,3.108587490442381,0.1117336040240228,5.912080858123449,2.431968759660557,0.0197671970726354,0.1734584630634676,0.0,0.0,1.0,0.54583293010465,0.3263923156717144,0.2050215430584241,0.9599499374217773,0.0019731841572226,0.0,0.0,0.0,6.0,0.531715877083164,0.0,1.4709325285584327,0.176
26,0.6404413055996331,4.280145923048743,-0.3278645415029932,0.8587418504451383,2.616681229430124,0.7384628341563914,3.6713131518606055,1.204591006210773,3.6363910543854105,1.1182213812181998,0.0261320832278148,0.1504047511877859,0.0,0.0,1.0,0.0,0.4766373126568857,0.3254589998686883,0.970736629667003,0.0021891349938633,0.0,0.0,0.0,6.0,0.5161777692462612,0.0,1.4709325285584327,0.176
27,0.3140008823477276,5.467542260187335,1.5387277214693036,3.5783274528414264,1.3997108673139955,0.2858026250402141,5.140417073877492,0.1917163965981578,3.4079525498428778,0.9397163451140992,0.0260376280160496,0.1955478645737553,0.0,0.0,1.0,0.3307137910106763,0.6109663290910495,0.4007194469482339,0.9915878023133544,0.0016286951422845,0.0,0.0,0.0,6.0,0.5491538861473881,0.0,1.4709325285584327,0.176
28,0.5849011018359477,1.7833438052557782,0.4653896469779197,0.5544584170175824,4.028466433257299,0.8662317622860649,5.627045669959712,0.3111056712229805,0.8948284186524983,5.314190814072363,0.0294254896904903,0.1534444149146079,0.0,0.0,1.0,0.0,0.4651663883898999,0.3737629417092621,0.9860335195530726,0.0,0.0,0.0,0.0,6.0,0.519115461744249,0.0,1.4709325285584327,0.176
29,0.1471178978640152,3.837416139001835,-0.0441366188449199,0.6783519342555349,4.400282379651546,0.8276536934025626,5.5984813816705055,-0.8551885142988613,2.4728484558017474,0.5474859174416008,0.0181462857068938,0.1341635035044602,0.0,0.0,1.0,0.2891664862629137,0.0,0.3183469933798347,0.983448275862069,0.0057993941053862,0.0,0.0,0.0,6.0,0.505691832330012,0.0,1.4709325285584327,0.176
30,0.4992413226874647,4.973461676205326,1.3185431390727862,4.947310501140398,1.871364018742918,0.7173350651198127,3.8645158348733775,1.0722978995119683,2.54197554080904,2.8485533725363767,0.0211288214154526,0.149225961174475,0.0,0.0,1.0,0.2035878735090278,0.3247611758672102,0.2584451371667347,0.976054732041049,0.0087267418721646,0.0,0.0,0.0,6.0,0.5159750388503639,0.0,1.4709325285584327,0.176
31,0.8058264355672802,3.812126743105326,-0.8480793873627244,0.1043265515393188,4.615324604412572,0.805814936931488,0.3951972678155806,-0.1516483189736388,1.883724188129551,3.0087268589693807,0.0166031186230986,0.1160746330857443,0.0,0.0,1.0,0.0,0.1503810166332986,0.2354799490360366,0.8456692913385827,0.0,0.0,0.0,0.0,6.0,0.4842076621769364,0.0,1.4709325285584327,0.176
32,0.3026988881287585,5.207385872841159,-0.8019871936250609,4.421984509687023,3.3670851211590564,0.380809518748513,1.1222895857888573,1.2121257340096512,0.5041219074073016,5.049096380321197,0.0216502597860573,0.1334260825380354,0.0,0.0,1.0,0.0,0.3424219473483759,0.2552591014777966,0.9150401836969,0.0086918957283666,0.0,0.0,0.0,6.0,0.5012595957794964,0.0,1.4709325285584327,0.176
33,0.3864771696146654,4.363286896866863,1.0206106646432258,2.925881322444324,5.909489150981641,0.8037397700123178,6.17862838012229,-1.037868306187268,3.2740718028401123,5.94086114202751,0.015068584865059,0.1143228999653774,0.0,0.0,1.0,0.2833400411754777,0.0,0.0852038370829788,0.9267886855241264,0.0112578949783685,0.0,0.0,0.0,6.0,0.48862296816240885,0.0,1.4709325285584327,0.176
34,0.6999813090745909,1.666961950993441,0.2283857931970432,5.4798315210342485,5.133881764526812,0.0292301534165643,2.66633913106564,-0.3342336373734194,5.65691277981469,0.2249756970304889,0.0286723048637764,0.1455919656242262,0.0,0.0,1.0,0.0,0.494267881100098,0.2497495064562665,0.950048971596474,0.0029512179178647,0.0,0.0,0.0,6.0,0.5115892692394531,0.0,1.4709325285584327,0.176
35,0.3232744809726866,4.342011039536731,-0.2231745348654912,3.925890724110732,4.104012907900605,0.5306950922861785,3.3897235175798195,-1.5706030557427244,3.987666693356888,4.340852987674151,0.0349490799797376,0.2070796504962618,0.0,0.0,1.0,0.614272651421675,0.4806693474520948,0.3879793599220804,0.9934747145187602,0.006274015394904,0.0,0.0,0.0,6.0,0.5578041228652656,0.0,1.4709325285584327,0.176
36,0.5034169058565452,5.8951154727445445,-0.2920211232450433,3.393901962377814,1.8678042342466252,0.3239714733189696,2.465995041559752,-0.7665467130335009,4.853619155548583,3.194221519313573,0.016559059153421,0.1190949735624952,0.0,0.0,1.0,0.0,0.2050434803952066,0.2148919629338491,0.698140200286123,0.0159456128760708,0.0,0.0,0.0,6.0,0.4784718386171323,0.0,1.4709325285584327,0.176
37,0.07319422123083,5.254043540840094,0.9557844370663542,2.552991839018521,0.2290299478861953,0.7672541069525759,4.265827726372232,1.3161039177260423,3.5197500713415377,6.080357549227878,0.0151322235158428,0.0260631933211753,0.0,0.0,0.1927001645136144,0.0,0.0,0.0787586257793632,0.8816568047337278,0.0089011617254306,0.0,0.0,0.0,6.0,0.42129510333836095,0.0,1.421295103338361,0.193
38,0.3506241044018349,1.9096347296372576,0.8684275363690857,3.40121021416792,0.2045843827986473,0.6579425698668646,4.867105054472035,1.3796934654249164,5.128993222949734,4.307637928849669,0.0161123980771835,0.1224615693483819,0.0,0.0,1.0,0.1276569200423516,0.1173823225505242,0.2190462819920802,0.940406976744186,0.0031781039693707,0.0,0.0,0.0,6.0,0.49456885913520665,0.0,1.421295103338361,0.193
39,0.1234657682523016,4.5554691342964535,1.2885800077740297,0.3827213298546544,0.2627906069594246,0.2857139178233376,3.6420079076022582,1.3768388357938846,3.654836155563925,4.272463960485847,0.0234473477083456,0.1720442447062461,0.0,0.0,1.0,0.2424355298654062,0.5866248614896517,0.230816717689915,0.9614961496149615,0.0055468684964308,0.0,0.0,0.0,6.0,0.5309953015974332,0.0,1.421295103338361,0.193
40,0.7402448559108754,0.9834159227818884,-0.9841108380332496,3.6826647492542177,3.890217591973934,0.1897848614566808,5.875726914200252,0.6538260387856125,5.037333285820471,4.905630163935279,0.0207637832689971,0.1275274745434756,0.0,0.0,1.0,0.0,0.1465527470330779,0.3816626159774839,0.9735099337748344,0.0,0.0,0.0,0.0,6.0,0.5001014880461998,0.0,1.421295103338361,0.193
