# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 6
# problem_name: 15-areas_hor=1_ver=2
# variant: CV
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.8622552279822981,0.802648531771023,-0.1864928655300333,0.7264746724954082,4.488316378458079,-0.3052121146311339,877.3350586407009,-243.15547099656956,0.9007661361383072,0.6665988627786739,0.0421895003378692,0.1752502575524673,0.9600448945395704,0.564708697991679,0.998658633563731,0.2982895481857814,0.1942746842193205,0.0036654317772124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
2,0.5468178130006724,2.9190868477877734,1.2397561058119186,0.0537771322968645,3.3244323399237694,-0.9407393277573426,3025.0611782742594,-186.41178042815235,0.4510205147770371,0.0811388710921026,0.2847961034998256,0.0217715483805325,0.2136669816569741,0.2562662379309836,0.6667900160916336,0.2081919587434685,0.3923807506333257,0.0259338645733181,0.0,0.0,0.0,0.0,0.3002595415028384,0.0,0.1721938775510204,0.0,0,0,0,6,0.3807325540619917,0.0,1.0,0.333
3,0.962794827113976,3.21685176720392,-0.0907705842508914,0.027610686975713,6.081046129879547,-1.2427831101140607,1006.2532124919392,1013.965771364784,0.865294936342493,0.8970889112045737,0.5250727522749371,0.5223973568442833,0.8135837378740579,0.3421151788282663,0.7240806778620532,0.4008569826216633,0.3611610513385317,0.166712701357805,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6,0.5294117647058824,0.0,1.0,0.333
4,0.2177854955474962,3.0008462869778327,-1.0993529326709202,0.8124530664122533,2.9421809984927068,1.5079691367919017,-289.35093441923226,440.8970323985458,0.2337389006996402,0.9996614932657812,0.6029005525653813,0.4947173989213994,0.9901086471843557,0.4897682697031176,0.6616108631298224,0.7068307308554906,0.2969707669060381,0.1666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6,0.5294117647058824,0.0,1.0,0.333
5,0.0716575246138954,2.4975348677335685,0.0082808967628651,0.6041084149113863,1.033776999115273,0.2900314247518865,1529.1666403330073,951.9336497436852,0.214747826570586,0.746104800274432,0.4788089758865076,0.2515844549117307,0.4926149127888882,0.3518203034010407,0.6558331719653662,0.6796530521768958,0.2971422632651242,0.1666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.11764705882352941,0.0,1.0,0.333
6,0.3480507028970447,2.9330050097229647,0.2743336625076722,0.4131241817649146,4.475895322494732,-0.4342813094327267,2711.8244551777525,549.3222386238733,0.4422142060154318,0.1735212945415081,0.3551432481977744,0.324532489307658,0.2782513968247856,0.9253432370498372,0.4488256054677861,0.4877235799951012,0.3072182647935332,0.0033077030384975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
7,0.1689361596520499,0.5573092771929956,-1.0146400491959535,0.6831554954754597,4.018981836552063,-1.204753235103568,1189.381045540107,662.3402250789908,0.9824604590315908,0.1286955311671631,0.6014357695204013,0.9621368949546488,0.8614268774139886,0.8247033267830125,0.1333696021210914,0.1192812794133711,0.1741345629338637,0.0029157146096126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
8,0.5079459581997179,0.6382898801419147,1.4796808485753878,0.1210215531899547,4.263059277411362,-0.2055729851596452,-485.3706893533094,1229.1059780453909,0.2787984266136061,0.5715469869523879,0.8420137935209108,0.4607595938688938,0.1336789141788641,0.8502755676315932,0.578576381493032,0.5263639350444336,0.0174361439466978,0.159204476797525,0.0,0.401123421129575,1.0,0.0,0.4457396798646941,0.0,0.2477419354838709,0.0,0,0,0,6,0.4761532374398905,0.0,1.0,0.333
9,0.6781594146238223,0.6462113829333409,0.7713706576005834,0.7023159655193513,0.9627565812425783,0.4674227199868235,-332.58210037056216,185.64757986621845,0.7593466201548428,0.1855378597114612,0.5279618633379833,0.4358133824482049,0.3703375290468654,0.0541639929924635,0.1589737081330064,0.0310429792126186,0.5,0.0540662574090234,0.0,0.0,0.0,0.0,0.6032477717506449,0.0,0.0,0.0,0,0,0,0,0.03548516304415558,0.0,1.0,0.333
10,0.1616624746244344,3.3720438948486984,0.4725231059151338,0.1657562913582985,4.592605069854079,-1.0367300726045123,2920.9674787862496,580.3330612819503,0.092652331460576,0.9022924526143667,0.5077038934968985,0.7980682796707728,0.5323168195557988,0.6302661053260503,0.9594719686461743,0.1668471048199385,0.2971376146578935,0.1666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6,0.5294117647058824,0.0,1.0,0.333
11,0.4349195686438607,2.3881318202065884,0.9031212118541724,0.4963095282642883,4.304621833731449,-1.0739644902097485,2710.4145889145684,915.2059882822276,0.8016312106134891,0.3183841931969294,0.6719634255973298,0.5172539010573705,0.2758559940410103,0.663995725726194,0.3202527505124511,0.2389809542754827,0.4135335665995945,0.0096796478651701,0.0,0.0,0.0,0.0,0.0784643469366691,0.0,0.0,0.045678661955236,0,0,0,6,0.3602437064054062,0.0,1.0,0.333
12,0.8125513813233786,2.214572161335399,1.368258653910607,0.7475026378478767,0.0383700929819692,0.9648264471671744,134.00671198136763,831.3999040262556,0.5342677334442769,0.4990068823510407,0.1249859268362515,0.3840122902167043,0.3522688288548076,0.8376986523579847,0.9171005498664566,0.1157132467675026,0.5,0.0249565528288848,0.0,0.0,0.0216997827155853,0.0,0.2245450948550896,0.0,0.0,0.0,0,0,0,0,0.014484992798274995,0.0,1.0,0.333
13,0.1738141839182624,3.612134510545886,-1.09910097729438,0.1068970875470496,0.0724724314477984,-0.1048585830595303,122.06921112917348,1232.190760127781,0.2391073457310272,0.8611919174596485,0.6818399434793696,0.2110772537801306,0.7354144456681673,0.8502338191816796,0.6960920901421677,0.669257008314073,0.3019255714845673,0.0007640016593467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
14,0.4261765492865055,0.467623122051137,-1.2402355571560764,0.4728937176488736,3.136266269758277,-1.5249382350924867,-456.7052324921585,312.64403296901867,0.0734641861571103,0.5978748812450128,0.4210936768275078,0.0895279195194658,0.291285657169992,0.3570573011822318,0.9819513815993808,0.8278063686857284,0.3017448448204634,0.0008449659844873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
15,0.966255187302016,1.7777040561109572,1.3529386382902615,0.9997598730525448,3.3358961533929703,-1.0843952085462685,1358.4046703113058,770.7551976491828,0.9620997475063326,0.5232526512002107,0.6817000166591701,0.8318023951246962,0.0670154441727928,0.32275162068793,0.4928882702530761,0.6196995687713357,0.3700628260146881,0.0028618879124227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,6,0.4117647058823529,0.0,1.0,0.333
16,0.1445598018264454,1.5708924790074406,-0.4502579864832294,0.3380539192064328,4.467578357990701,-0.5894785682641388,1364.6647000836697,-57.43305397663616,0.6283208952377085,0.9102388919256584,0.2850134173114987,0.7224313689021324,0.4362856817570409,0.2317042297006744,0.3666558552324875,0.0207211496202061,0.4704641745651293,0.0035489340378415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
