# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 6
# problem_name: next-to-tunnel_num=1_hor=1_ver=1
# variant: AFO
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.9778300750816692,2.6975670736581696,0.5071758062669187,0.5350797836700149,0.2007406312767687,0.1728822011322716,5.903971736563904,0.9717139149481716,0.3478981333775459,0.9848245167038376,0.2974483721727482,4.928152345943059,0.0153472811732959,0.9636749418835684,0.7751305264471039,0.0697848944452486,0.0278321360246012,0.0288887326666728,0.0046438185599361,0.0,0.0,0.0,0.0,0,0,0.0,0.0171104952156979,0,0,0,6,0.3539476761891587,0,1.3539476761891587,0.215
2,0.9765167851641006,3.401390585437084,0.2861389842382476,0.5598805736242478,0.8004210658552807,0.6573890793608963,1.1446218073931451,1.0853185707612316,0.9608308274162204,0.8619238346936852,0.6755483138697036,0.1968231268922398,0.2819121468851073,0.8281435206950185,0.7410683849274495,1.221043757958685,1.998079419340916,0.0161879694286019,0.0031684572197038,0.0,0.0,0.0,0.0,0,0,0.0,0.0206015146612508,0,0,0,6,0.3541530302741912,0,1.3539476761891587,0.215
3,0.358654721995303,4.540413816115196,0.1892681586277389,0.3817019478870838,0.8208049287751906,0.6183911969649418,6.188587622132983,-1.2803802013810373,0.473698975326,0.4168383781990934,0.1449508877013005,0.8659057463039862,0.5062370027782347,0.2038414088135538,0.3739454267673957,1.1545041347081286,1.2378304185492015,0.0763183587673924,0.003741694949245,0.0,0.0,0.0,0.0,0,0,0.0,0.1077065975726418,0,0,0,6,0.3592768586807436,0,1.3539476761891587,0.215
4,0.7800730985419028,1.3330826563996574,-1.4620455168395767,0.5811589440758221,0.6947197510624034,0.905111628301964,5.336308727268173,-1.049222813953866,0.5526744336334154,0.2752586527390371,0.0260960649275108,1.8481444231728108,0.8111736009949667,0.7749250426906159,0.6829766600796715,0.1170401066903727,1.950488824832876,0.0281722055847003,0.0030147084011503,0.0,0.0,0.0,0.0,0,0,0.0,0.0622462045021398,0,0,0,6,0.3566027179118906,0,1.3539476761891587,0.215
5,0.8065361538282428,3.650381939682129,-1.0952327525710517,0.9803937380265396,0.9099789113690568,0.5646334312239928,3.191556485044573,-0.5969947913626041,0.4325251164615508,0.0841229845592739,0.943171817799826,1.1184435064489189,0.5887546821895171,0.7435124478520823,0.2024621275130914,1.382512379367413,1.018111365815482,0.0974611391349205,0.0051984112075019,0.0,0.0,0.0,0.0,0,0,0.0,0.6844230406846764,0,0,0,6,0.39320135533439277,0,1.3539476761891587,0.215
6,0.1390972734059038,5.429190712157714,-0.3355990921714329,0.0278206856946376,0.6548419562260409,0.3378593651826576,1.4650857610933912,0.2579230890481994,0.5602468080970073,0.0871991282177484,0.9845218249482262,0.4656701254927671,0.0206619757868559,0.6602843745470698,0.4932866941767871,1.3891970669500373,1.2753575914401267,0.0557466983849617,0.0059104658888396,0.0,0.0,0.0,0.0049456941684177,0,0,0.0,0.2601865750535558,0,0,0,6,0.36853719230717497,0,1.3539476761891587,0.215
7,0.338135280367813,2.571013874336969,0.3439517582243647,0.5515998380172004,0.9622370824690774,0.2243324127186878,1.1958281379832318,0.1186492458282477,0.2511494611668566,0.7150293159119392,0.3931243603614808,3.5737120318656355,0.0948830781938115,0.0533664451858901,0.6468143081251623,0.6697163298337752,0.0784339464458216,0.0453914344493304,0.0042661327698242,0.0,0.0,0.0,0.0,0,0,0.0,0.0480513548623135,0,0,0,6,0.3557677267566067,0,1.3539476761891587,0.215
8,0.7461284824025805,3.5961459390687107,0.0459900633275698,0.4800217559310256,0.8418149176597837,0.5437486148132814,4.085181301587131,0.5079696761988894,0.1920989869952856,0.8350690742884604,0.5750526553600792,1.8253241361479295,0.0418255533219751,0.20277322986441,0.1093742661904594,0.97380545782227,0.4938661738084802,0.1181326188799332,0.0030149801532773,0.0,0.0,0.0,0.0,0,0,0.0,0.1218443819793041,0,0,0,6,0.36010849305760617,0,1.3539476761891587,0.215
9,0.5001888272771,1.1442777238155812,-0.1235124028274126,0.5320281221737694,0.9193631383853368,0.3309473886921958,2.0168163995163706,0.7398976589286566,0.0484052637610205,0.7916404013564221,0.4261543635687409,5.466133342516496,0.7610677961196108,0.0954154015633231,0.1999727403816913,1.3755674504015174,1.087073873350837,0.067275401860453,0.0025975944670063,0.0,0.0,0.0,0.0,0,0,0.0,0.0275147965308462,0,0,0,6,0.35455969391357917,0,1.3539476761891587,0.215
10,0.5212831648341532,5.067448410966028,-0.1248251181502659,0.6661493895175996,0.5226962457187997,0.8438716898915186,3.0534164843595817,0.4967665766674303,0.1841358950768054,0.7576241451973877,0.1862291209478184,4.456908158608622,0.2431739092125102,0.2025227884264544,0.0383077775313691,1.0875518082734603,0.5975276859936423,0.1156657746093046,0.0033467021273782,0.0,0.0,0.0,0.0,0,0,0.0,0.0376626667165831,0,0,0,6,0.3551566274539167,0,1.3539476761891587,0.215
11,0.477186000395717,2.983365648497431,0.2817417528873194,0.4693423998443674,0.6077035758953411,0.6880020295273371,2.5322415781685024,-0.3540961109081755,0.9502571834890116,0.7985735858583702,0.9100278968588018,4.988359759220676,0.3291469475617056,0.8720547303497659,0.3193401631675953,0.5778210810049671,1.798145380009322,0.0950271281906957,0.0037787867681668,0.0,0.0,0.0,0.0014031615249186,0,0,0.0,0.3903890867272496,0,0,0,6,0.37598777930895105,0,1.3539476761891587,0.215
12,0.6603488076242213,3.56196595327824,0.9325015060791716,0.2320180743901023,0.2318670650552927,0.2899425701093874,4.072714065784187,-1.4331368804296742,0.8438447216450682,0.3494212685277343,0.0129367570450406,3.262564235317264,0.309790583812943,0.4093435798047838,0.3683907807051616,0.4757301984996376,0.9881167462135494,0.1015309733330433,0.0023322425453244,0.0,0.0,0.0,0.0,0,0,0.0,0.060390246327976,0,0,0,6,0.3564935439016456,0,1.3539476761891587,0.215
13,0.1633243295942733,4.947512035689006,1.426547312186376,0.0389007134923036,0.7658548953120657,0.9204066287849768,5.677895366333394,0.0579054568330976,0.8969476731446545,0.5641004594262347,0.058054085544834,0.2925036005453371,0.9248253369292452,0.0186090564311361,0.1172450589012431,0.2165555219081916,1.2578342907808484,0.0954543515741257,0.0017630727029932,0.0,0.0,0.0,0.0,0,0,0.0,0.1104072604900727,0,0,0,6,0.3594357212052984,0,1.3539476761891587,0.215
14,0.9291506502153484,6.181989770578787,-0.7772243571009451,0.4523016219630013,0.941908139465306,0.8162528621446835,4.97403140913116,1.4251290574499658,0.4751718467268758,0.0655493155609514,0.315474133583286,3.5628955016469246,0.3959155086936812,0.8162506809841463,0.2773377618670651,0.8341030666652169,1.0163128739700271,0.1138622850549191,0.0043897014770876,0.0,0.0,0.0,0.0020614490315672,0,0,0.0,0.069653558180866,0,0,0,6,0.35715970630661376,0,1.3539476761891587,0.215
15,0.7116816117627826,4.363018611225154,-1.108240936208269,0.2453338213561974,0.7819691459839363,0.7430170663941191,5.621448669753008,0.2830300646229791,0.4609764890864886,0.1730704889071325,0.2711532465602388,5.320258193515936,0.0209247934310536,0.8433962350505205,0.2824193547313458,1.2065431860360032,0.561024557967787,0.0744787557247704,0.0065580433141763,0.0,0.0,0.0,0.0,0,0,0.0,0.0432192841110469,0,0,0,6,0.3554834873006498,0,1.3539476761891587,0.215
16,0.9939075171420152,1.7356558486514533,-1.5022834841413422,0.4356715825471786,0.0769848261233294,0.3252330115140661,1.0733995530955738,-1.383557411404442,0.4620790628667199,0.16014581154076,0.7566523944032425,1.7082323962728645,0.1040788396895809,0.6292714864144068,0.5385575104511527,0.2294686267195995,1.5576333291377773,0.1179295859867598,0.0029189471722818,0.0,0.0,0.0,0.0,0,0,0.0,0.1033328281959259,0,0,0,6,0.3590195781291721,0,1.3539476761891587,0.215
17,0.8303911400691845,0.4059699977746766,0.9931155410945922,0.2408046513604559,0.5478598245512385,0.7858912189016737,2.892646087119103,-1.074179029918401,0.3552240417277509,0.7792053427970652,0.168813120609892,3.554348400121433,0.015463425684541,0.7325691952012096,0.3547752173347545,1.9162079651641424,0.5487572903695035,0.0999658355178324,0.0020056909000558,0.0,0.0,0.0,0.0,0,0,0.0,0.6549025865117172,0,0,0,6,0.391464858030101,0,1.3539476761891587,0.215
18,0.0197018818634737,1.027663965178634,0.3305271213231486,0.518519524740976,0.8994159157711588,0.2550402283479994,5.201778606023883,0.3630790450090997,0.9349105425737592,0.6647970408678024,0.7250559456495945,4.837472776622154,0.7806694825929843,0.944355826899181,0.0985756224770941,1.5562194021514566,1.6238788705781189,0.0150662797980061,0.0015570318139469,0.0,0.0,0.0,0.0,0,0,0.0,0.0401774450991051,0,0,0,6,0.355304555594065,0,1.3539476761891587,0.215
19,0.940626341352134,2.1503940100203383,-0.5552211731473731,0.7228502661807708,0.1374272438544975,0.3314184064408575,2.999215138645483,1.201556478165036,0.6221364214658045,0.3808743097004684,0.6270578977379081,1.5580737728595626,0.8988709387195633,0.0018009059739497,0.188726492643934,1.5009656357046433,1.7048714570948853,0.0514719384467423,0.0013414534738499,0.0,0.0,0.0,0.0,0,0,0.0,0.065930949006011,0,0,0,6,0.3568194675885889,0,1.3539476761891587,0.215
20,0.2452471784306058,2.390915226311166,1.4436319731921017,0.1724912434555708,0.0895969516161253,0.4601736142318373,0.2970061843563558,0.563906596636794,0.92107263938784,0.1170945709836752,0.6838052492730516,2.0492645847670508,0.3679213008561542,0.3162571546077352,0.2575525453216792,1.8271330619622144,1.2900770925417149,0.0157033501705574,0.003414189229032,0.0,0.0,0.0,0.0,0,0,0.0,0.0359086952640592,0,0,0,6,0.3550534526625917,0,1.3539476761891587,0.215
21,0.9235563692871278,2.004808959907111,-1.1065819630128977,0.5728207713953739,0.5099323340840087,0.1740598616151756,3.7833928811525976,1.3441019087294594,0.0828993355354558,0.8471370303315453,0.2671676942432694,4.099246488994883,0.1578193918793945,0.2797185120816162,0.9514606561040604,1.2135826198558648,1.7008659128046533,0.1128909016000078,0.0031860547366882,0.0,0.0,0.0,0.0017393150194707,0,0,0.0,0.0711535204031335,0,0,0,6,0.3572289903189767,0,1.3539476761891587,0.215
