# algorithm: GDE3
# population_size: 100
# num_evaluations: 10000
# run_idx: 6
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.2943454313759515,4.117874693127016,-0.8001718829238154,4.2301612841187,5.932278491743039,0.3885526970729382,0.759000652049395,0.1299660236518525,5.999395301015139,1.103271046053327,0.017330215056676,0.1151230897007261,0.0,0.0,1.0,0.0,0.0964854902202404,0.2817996338386777,0.9393019726858876,0.0021978702356243,0.0,0.0,0.0,6.0,0.4893991157047312,0.0,1.4893991157047313,0.17
2,0.2113017988160741,4.641835884168286,-1.3898361858265198,5.6934315668812765,3.355728380887505,0.8298895104782186,1.7207471263267942,-1.1307977276963554,2.590455474907917,2.6013003784957816,0.0251651605573591,0.1105754048922881,0.0,0.0,0.5787605980478695,0.0,0.562258887382515,0.1623201184676852,0.9465437788018434,0.0,0.0,0.0,0.0,6.0,0.4852872578058772,0.0,1.4852872578058771,0.172
3,0.3154221046980517,4.89648095181211,0.9507204124150204,3.3522930559080764,0.3798965195784231,0.2997173118356885,1.409382332600326,-0.0312550579621169,3.0196205945373324,2.434605744507206,0.015500927898105,0.0913492453677878,0.0,0.0,0.8465847667929525,0.0,0.0,0.2408238124737279,0.9359190556492412,0.0401726950602727,0.0,0.0,0.0,6.0,0.474323548822129,0.0,1.4743235488221291,0.175
4,0.9161810949572644,3.750981462833487,-1.5387162205781946,1.0003838826079712,3.81023468182944,0.9753784034118996,1.8357656875556143,-1.227959994557428,3.126141512746534,3.701279154027594,0.016232681501794,0.1748175687345048,0.0,0.0,1.0,0.4439848354064808,0.4315512535203067,0.1896722204347415,0.9886201991465148,0.0054792250762618,0.0,0.0,0.0,6.0,0.5329004549167238,0.0,1.4743235488221291,0.175
5,0.8763879180627899,1.1926219298905705,-1.2290897036178254,1.4585603175016442,1.007700942589829,0.0370970775257562,5.843395371947196,-0.0384096362729953,2.6808538135632207,5.899038274335714,0.0194074210004581,0.1249277244912931,0.0,0.0,1.0,0.0,0.2142575019894794,0.2820087173738493,0.9534282018111256,0.0091258138418202,0.0,0.0,0.0,6.0,0.49757766088331024,0.0,1.4743235488221291,0.175
6,0.6393788559901046,3.566668604990201,-0.4724258888950539,6.237585537058758,1.077948735519815,0.8885136742368656,4.905256815035853,0.2249845415048681,1.7479991520816238,5.623633664936031,0.0171623139891441,0.1337481611514268,0.0,0.0,1.0,0.0,0.1935893328639572,0.34931775617291,0.8008784773060029,0.0158418002377252,0.0,0.0,0.0,6.0,0.4917427862694468,0.0,1.4743235488221291,0.175
7,0.2286903979070101,6.016690501339691,-0.3656195091798009,2.215459487266697,4.851390026174516,0.3043931967530985,4.5085150817929565,-0.1596876189039335,4.334883332975449,2.706731526881908,0.0212360038505044,0.1400618372590118,0.0,0.0,1.0,0.1888700387461131,0.1746085878881202,0.3146375680462854,0.9690107270560192,0.0,0.0,0.0,0.0,6.0,0.5086545248080316,0.0,1.4743235488221291,0.175
8,0.1609502668286711,2.518250130735679,-0.4341561571129799,5.940490623059258,3.243390180793539,0.6988077037195675,1.0678316298597104,0.4328577914836327,4.2503178708487965,2.268010758204192,0.016335073205643,0.1076419664838015,0.0,0.0,1.0,0.0,0.1029159994524943,0.1848651053507665,0.8424753867791842,0.0128861814743094,0.0,0.0,0.0,6.0,0.47900839253275024,0.0,1.4743235488221291,0.175
9,0.9093021036435952,4.40782416375792,0.3760438470699649,4.788439640749513,4.984574545664419,0.1638995046276792,2.640322804809017,-1.0222124794484082,0.4219742782832829,6.224574182339465,0.0175919306338723,0.1222647762235418,0.0,0.0,1.0,0.0297408824176816,0.2257756562884081,0.1990703440268506,0.7527173913043478,0.0057120104808878,0.0,0.0,0.0,6.0,0.4831186049716574,0.0,1.4743235488221291,0.175
10,0.3831861098582428,1.3864938274391307,-1.351068037749099,5.756361440148359,2.4496202805150245,0.8644895171605884,2.786119799284551,0.8842121265948468,6.03382668157915,5.438178867719446,0.0210746229092331,0.2038762896523081,0.0,0.0,1.0,0.6069884509227026,0.5822900881797202,0.2508530454870408,0.9848484848484848,0.0013092338290548,0.0,0.0,0.0,6.0,0.5544876060745296,0.0,1.4743235488221291,0.175
