# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 8
# problem_name: next-to-tunnel_num=1_hor=1_ver=1
# variant: AFO
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.5465717351579297,5.530867681033981,0.4376044284498088,0.7671700859118916,0.5822544305383399,0.3539223395398512,5.058188664815001,0.3857486843893607,0.735319943604682,0.9942324520721636,0.7675873274248367,6.268627348227838,0.8167275538699319,0.5954730497920624,0.0581136614398976,0.0472956977065885,0.8029236773039417,0.0275127351019399,0.0008955332510813,0.0,0.0,0.0,0.0,0,0,0.0,0.0598736615809667,0,0,0,6,0.3564631565635863,0.0,1.3564631565635863,0.215
2,0.1815381957575846,4.562861119972931,0.1679487669597068,0.2328336356788071,0.9466990822512084,0.9771233848203942,6.020573824984809,0.7027137123750182,0.6646282126236632,0.8438119607383998,0.6708038630435135,1.7704659869832051,0.6674589556581909,0.3763871055207362,0.4600724380971367,1.8680632805597417,1.2465581483525443,0.0281531929642307,0.0029529555696123,0.0,0.0,0.0,0.0,0,0,0.0,0.049605557679314,0,0,0,6,0.35585915045172434,0.0,1.3558591504517243,0.215
3,0.9848021907290306,0.8739421849831773,-1.2759479972466865,0.0674250324194724,0.4453825297365409,0.6370586145299441,3.689012039348264,0.8037129930537885,0.0254916226653253,0.4016740205803507,0.6284889984443224,2.5343896121367173,0.0059478585315232,0.0766318547078654,0.252659675374456,1.558473569297335,1.2442028164621637,0.0890820063791141,0.0055733702476377,0.0,0.0,0.0,0.0,0,0,0.0,0.5384859002176084,0,0,0,6,0.38461681765985933,0.0,1.3558591504517243,0.215
4,0.5736834546866456,1.3974596856560348,-1.3166013668468626,0.450901699133012,0.4690254961979858,0.0865942209425992,2.153931363242327,-1.4355653557422483,0.5632905443933217,0.0761924654096595,0.6263237054503847,1.2597903734431222,0.0616760142557878,0.3206011375421035,0.2810636462722882,1.4860494384790652,1.7687940535353428,0.0502066809174122,0.0038110121644644,0.0,0.0,0.0,0.0,0,0,0.0,0.0312185326357502,0,0,0,6,0.35477756074327943,0.0,1.3547775607432795,0.215
5,0.1191828124367386,4.91176514387692,-0.5634961411643029,0.5934973495619061,0.7560866413149686,0.7726700137498066,6.042377896846846,0.5558887039380962,0.3029339994322786,0.2340592574849637,0.1715950119673899,5.086363125463185,0.3240129515592128,0.7321245368510751,0.4550987662365617,1.7093353042983026,0.1343294026450046,0.1167832524390596,0.0032083541667261,0.0,0.0,0.0,0.0004924089716635,0,0,0.0,0.0448578368279735,0,0,0,6,0.3556088379882139,0.0,1.3547775607432795,0.215
6,0.7930686944338109,5.949128082193288,1.437551494140212,0.7728450380604446,0.2407039319932511,0.7214918498866552,5.430498648605759,0.4658354359721079,0.7933616261669039,0.0101003629200668,0.2991630076684279,0.936560949804224,0.8602810726208037,0.6183225267749022,0.3187690842406362,1.9252610857832493,0.6868718028766019,0.0266941691090729,0.0023300123290049,0.0,0.0,0.0,0.0,0,0,0.0,0.0467874202789513,0,0,0,6,0.3556933776634677,0.0,1.3547775607432795,0.215
7,0.3426914148141933,3.471683405076345,0.6291232380871157,0.017881207028261,0.1228881884603748,0.1920083772572033,3.106912077032129,0.5829583248504826,0.2825124743373344,0.9884437693145028,0.3931432924889683,2.2480391367642927,0.0070480499622799,0.7808557988282712,0.2433721387339401,1.8130625728726173,0.8555433469647031,0.0984213038890144,0.0046783446402056,0.0,0.0,0.0,0.0013635140731448,0,0,0.0,0.8454842783745321,0,0,0,6,0.40275575249692214,0.0,1.3547775607432795,0.215
8,0.0531654892987301,6.232695827941406,0.1712543368108943,0.7818013923744109,0.7892243902741957,0.3496000552678299,4.511144358609545,0.9964732238101686,0.4913649199959709,0.6600051993150158,0.4490367779912518,4.74290513761629,0.8803396935073046,0.4188711146009181,0.6384154418484518,1.2726796198633108,1.3390562045533627,0.0694183506628701,0.0015174931409262,0.0,0.0,0.0,0.0,0,0,0.0,0.0782559574949986,0,0,0,6,0.3575444680879411,0.0,1.3547775607432795,0.215
9,0.0705050423190505,5.441538006295559,-0.4784668741074029,0.4322392966099871,0.143115135353376,0.8230466716251118,4.431568221592395,-1.3802077006444684,0.3528356010338234,0.4525591093525286,0.0728290494694485,0.9707736715416188,0.8783340743697015,0.0553051998885296,0.7201068090782612,1.5946221402891594,0.8635883933302195,0.1103756452953026,0.003603173870985,0.0,0.0,0.0,0.0033396238746206,0,0,0.0,0.0425452496725747,0,0,0,6,0.3556402866792468,0.0,1.3547775607432795,0.215
10,0.3380105538463162,1.017970639199053,0.7857046250497568,0.8823859949486667,0.9991104214424084,0.6961246561606762,4.320200712037936,-0.1138530717083619,0.748728823950097,0.6238311476247164,0.7444852684853039,6.2784192785696025,0.2261320719590697,0.0332662110466044,0.6429686593405575,1.957864000109361,1.524303177952906,0.0159406697715135,0.0012730761282317,0.0,0.0,0.0,0.0,0,0,0.0,0.0117824944861335,0,0,0,6,0.3536342643815372,0.0,1.3536342643815371,0.215
11,0.9324360458840087,6.070035155808908,-0.999654757643242,0.4969564228794662,0.8848991625330106,0.7620981370448991,3.597253255583478,-1.289482792697858,0.9721933689711952,0.831349654947057,0.6173212984323341,1.997217841278471,0.8834487554124917,0.6328889645464049,0.7584685720361497,1.1378420554134483,1.422423393412782,0.0299791353507724,0.003228200494216,0.0,0.0,0.0,0.0014812096148633,0,0,0.0,0.0645787535094299,0,0,0,6,0.3568270566543702,0.0,1.3536342643815371,0.215
12,0.2274371073980658,0.1789705176920335,-0.5478776410223978,0.2058666964123567,0.1548696638328651,0.1050455136907697,2.3494290795186186,-0.7123606702519248,0.8321761688227778,0.9496043073621389,0.952846478757008,4.740640831588665,0.4671262761911439,0.986326826305685,0.931295288744942,0.9406598319522972,0.1211349848325995,0.1007433500120921,0.0046025801849862,0.0,0.0,0.0,0.0058592536379064,0,0,0.0,0.0505656745855335,0,0,0,6,0.35626028989549646,0.0,1.3536342643815371,0.215
13,0.6450541839038221,4.5513468548718725,-0.5441691779796183,0.9363705824774488,0.7797031939397989,0.9361677843319084,4.50606077722228,1.490029448081331,0.8415103618381552,0.892813838566542,0.5451174167292752,2.855716891569988,0.8276104851261167,0.4675818273581973,0.4266665747385716,0.5060815029901276,1.7500033290690655,0.0298783680593616,0.0035427159504036,0.0,0.0,0.0,0.0,0,0,0.0,0.0643661401384234,0,0,0,6,0.35672742000814256,0.0,1.3536342643815371,0.215
14,0.0440092090546304,6.109640247163249,-0.8210805840750726,0.9069932381406428,0.2062613324096724,0.3248392440510462,1.0766006626467073,-1.5682113597902143,0.6886219588317192,0.9229268026410776,0.2371315058926235,0.1114741487734391,0.6673175174794806,0.7642424768417997,0.8386355339973472,0.9518912913693488,0.765080559795686,0.020844150000242,0.0040591016612526,0.0,0.0,0.0,0.0014367599614669,0,0,0.0,0.0341115426513495,0,0,0,6,0.3550322530948715,0.0,1.3536342643815371,0.215
15,0.9446186084588312,2.612257038165745,1.391889717084836,0.1814124143636055,0.2660807218691611,0.7463729528860581,1.3198360438294845,-0.3326253046526257,0.2441654215148284,0.8558189705284336,0.9902168902035692,4.472971845189402,0.2186700925539155,0.5512057702612897,0.2998419002400386,1.4175892540621169,1.6659392578672296,0.1168187436571316,0.0035603034202562,0.0,0.0,0.0,0.0011892455234473,0,0,0.0,0.0321204632940863,0,0,0,6,0.35490057110691375,0.0,1.3536342643815371,0.215
16,0.5494764037338269,1.6849963358990656,-0.6477461002355144,0.7001101874555921,0.9093882470067188,0.6335236356003192,0.9202411115120392,-1.1303352120208938,0.6463119259377957,0.737540776935784,0.1670721133433432,4.068626355443498,0.950769479694779,0.6265984346782068,0.7203789030999448,0.6997691634523078,0.5098576331579108,0.0745866346375192,0.0040512301109811,0.0,0.0,0.0,0.0,0,0,0.0,0.1816404497228025,0,0,0,6,0.3636259088072237,0.0,1.3536342643815371,0.215
17,0.5731213392373529,0.5167287332953491,1.2277970984668527,0.0407125706512628,0.32319069020684,0.9037710413304209,0.6553611629264481,1.034326332607164,0.3819740378000676,0.749499811686927,0.5376622963596738,4.768001676491948,0.93256869408634,0.0203752443194368,0.7938379242202653,1.5657681612320344,0.2264334948866209,0.1087499183516871,0.0035937663752032,0.0,0.0,0.0,0.0,0,0,0.0,0.0139760632693024,0,0,0,6,0.3537632978393707,0.0,1.3536342643815371,0.215
18,0.0416443777377565,6.186406231035308,0.9645973015497726,0.318657336995048,0.461796573556692,0.2392158531777246,1.019179992629941,-1.4322357405394055,0.3358803975559307,0.4741083440016804,0.3933477936303553,3.05381485605203,0.3544554580150423,0.1801493051532799,0.5458314010994416,0.3390031152578092,0.9541167665916868,0.1007756127433671,0.0019645565370789,0.0,0.0,0.0,0.0,0,0,0.0,0.0366370410349047,0,0,0,6,0.355096296531465,0.0,1.3536342643815371,0.215
