# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 2
# problem_name: 15-areas_hor=1_ver=2
# variant: CV
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.758128645806407,0.0979260801685447,-0.1053282109633277,0.2279677815381614,1.5887701633550388,-1.4308401420835537,74.24281621263572,619.871027339416,0.5956269200336981,0.4440338582056058,0.895614418671868,0.2059864782816692,0.1091880456902711,0.0233745178316293,0.966468473951668,0.9225048491122486,0.3226504498974464,0.0275100060117331,0.0,0.0,0.0,0.0,0.2925202142745502,0.0,0.0,0.0,0,0,0,0,0.01720707142791472,0.0,1.0172070714279147,0.328
2,0.6520356805007805,4.161748729932215,-1.1007570133648368,0.209391591632355,5.225212813789502,-1.4719560330217891,-444.86060047632,1098.7976188849711,0.6510799527168696,0.4391301953043656,0.8534720182486986,0.3847425175189121,0.9269715698838432,0.2336663270736652,0.9977220849565508,0.2553237659388593,0.1513753950122873,0.1328916510193002,0.0,0.0334623058204672,1.0,0.0,0.4602865599078677,0.0,0.0680272108843537,0.0,0,0,0,6,0.4448103574478052,0.0,1.0172070714279147,0.328
3,0.4086380526610295,5.337596909941444,0.6019837261283674,0.0173086187827559,0.757103685177441,-0.8908815999967142,2292.042927872187,297.8463795766571,0.951281453362438,0.0076801587842189,0.2133902509472003,0.3969176628960158,0.6110638030437219,0.5423786113403987,0.2891578244126285,0.5490973394715838,0.5,0.1277620205913613,0.0,0.4805991428831818,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.08709406722842246,0.0,1.0172070714279147,0.328
4,0.1642643023048015,2.285288990089508,0.7478382724516166,0.809245138832837,4.507616134961789,0.8110927364354477,3176.9939369410768,27.41188341095085,0.6616168157521566,0.7989273320073546,0.9806258833368928,0.2605284002753748,0.5860075798329357,0.2420045422380486,0.8182506645430361,0.7386343338042947,0.5,0.1639395998611816,0.0,0.5205897586446008,1.0,0.0,0.3942729818467799,0.0,0.0,0.0,0,0,0,0,0.11263898473478709,0.0,1.0172070714279147,0.328
5,0.1396584991915654,1.937801227908028,-1.1818819796480309,0.3636352777926326,4.70024612789896,-0.5418549398437087,546.1845080348667,-49.35831629491432,0.6001037505518855,0.1941166856257555,0.4231267108886243,0.8703022299692462,0.8774167721066494,0.5655607303276784,0.5402139222972788,0.6161463111864993,0.3680247486176418,0.166885487001712,0.0,1.0,1.0,0.0,0.0011650443434809,0.0,0.0,0.0,0,1,0,6,0.5294802967260871,0.0,1.0172070714279147,0.328
6,0.4094215309574932,6.2163287263108185,-0.4160883664236865,0.0888669178921385,4.1530683966707365,0.4752539017107891,1279.038541060777,35.82771542983767,0.3894500046991809,0.1645884780508586,0.989301743436036,0.6771499877882539,0.067879579518581,0.0627040447963629,0.9539209030695204,0.4545503429550651,0.4658702807231937,0.1634984833280404,0.0,0.9572701702235762,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.11513353942491625,0.0,1.0172070714279147,0.328
7,0.0485264736482532,3.6825665175327904,-0.0860677681108295,0.1791593298255461,3.4473882474780324,0.2344682027614064,3692.2526897774815,-67.4825525268497,0.630765503550807,0.4921174883873712,0.4183479044386615,0.120105213211049,0.6077986818216209,0.405776723812001,0.2918256128066346,0.4831346915638026,0.4701169038035758,0.0455620897993854,0.0,0.0,0.0,0.0,0.5273561956946939,0.0,0.119947848761408,0.0,0,0,0,6,0.391017884968006,0.0,1.0172070714279147,0.328
8,0.3687197111788529,4.026475980571432,-0.3137925491940123,0.1972933345463922,5.060655391649905,0.962190595573624,-538.2260729900238,739.0791847728212,0.6440658570042189,0.4617557272237981,0.5734653876228362,0.4563569125602345,0.7775368345388773,0.005845796062703,0.1390373138157329,0.6374780059637536,0.5,0.0510959231315114,0.0,0.0,0.0,0.0,0.5937757313585282,0.0,0.0625,0.0,0,0,0,6,0.39154563125638403,0.0,1.0172070714279147,0.328
9,0.2722453051630197,4.012042862624306,-0.8814172518113148,0.116315416580204,4.34781424186571,0.791231848108549,2529.7708271435467,436.8468345469313,0.3513300179186772,0.2722676219700615,0.1731521643042314,0.3753549627837232,0.7629730710911297,0.0549986801160933,0.9156904995575108,0.5143893803773282,0.3891340436394974,0.0079167184431999,0.0,0.0,0.0460271780157518,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0027074810597501058,0.0,1.00270748105975,0.332
10,0.1609446029305865,1.4233629995794228,1.4746898432298607,0.8311153930730399,5.263773706067963,-0.7441421158235864,3191.632863742463,853.9020422543908,0.85494108518953,0.207633262224368,0.5930576914787301,0.7678377723941233,0.027326988552858,0.7030381439928772,0.38883291366876,0.315776749003637,0.4012275254178453,0.069673650958425,0.0,0.0,0.2554069265933451,0.0,0.5194936610695022,0.0,0.0,0.0,0,0,0,0,0.045582387509579256,0.0,1.00270748105975,0.332
