# algorithm: RS
# population_size: 100
# num_evaluations: 10000
# run_idx: 2
# problem_name: next-to-tunnel_num=0_hor=1_ver=1
# variant: CV
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.4359949021420037,0.1628993188915385,0.1560192756628182,0.4353223926182769,2.641248797687487,-0.5330188799042264,170.9188531702913,678.9064495259955,0.2996546736745231,0.2668272751028666,0.6211338327692949,0.5291420942770391,0.094130573903124,0.0145249365246936,0.0,0,0,0,0.1488129891373936,0,0.0,0.0873155272940809,0,0,0,6,0.3668310892018514,0.0,1.3668310892018514,0.211
2,0.1345799453449335,3.2269065056258337,-0.991361399849459,0.7853351478166735,5.365685011406823,-0.0181055093423789,3059.526684108606,-130.53178448640853,0.505246090121704,0.0652865043868781,0.4281223275973894,0.0965309156606125,0.0160226185746177,0.0297205812047203,0.0,0,0,0,0.3504230181577903,0,0.1510204081632653,0.0142144034164873,0,0,0,6,0.38327398998456136,0.0,1.3668310892018514,0.211
3,0.1271599717012774,3.749461357502656,-0.8607586860734973,0.1069456843099829,1.3842247233462042,-0.4717846397959224,1355.043680620351,52.61483939744801,0.6404067252149148,0.4830698355517516,0.5052367200185491,0.3868926511185593,0.030794529104627,0.0001629412983271,0.0,0,0,0,0.0,0,0.0,0.0225316440994189,0,0,0,6,0.3542665672999658,0.0,1.3542665672999659,0.215
4,0.7936374544415771,3.644273734827795,-1.060920242052108,0.7007523466071562,6.060453174441008,2.626739092836949e-05,3252.8402877576523,262.42047900666444,0.5671441276277093,0.42754596329611,0.436747263026799,0.7765591849971003,0.0446539648477102,0.0585029935380561,0.0,0,0,0,0.6574041432068383,0,0.0,0.016994462444198,0,0,0,6,0.39261168268535507,0.0,1.3542665672999659,0.215
5,0.5356041734976563,5.992539147176725,0.1388840311499988,0.0820949222750248,2.3017971956013703,1.1022293658888187,1078.2376937157787,-209.1964511577256,0.2471772389973533,0.0671443707369546,0.9938520114212728,0.9705803133771737,0.077012068038505,0.0041162594801835,0.0,0,0,0,0.0,0,0.0,0.1352068841803235,0,0,0,6,0.3608945225988426,0.0,1.3542665672999659,0.215
6,0.8002583511325868,3.781328494823946,0.8323959510911796,0.1692254465841779,1.841119264830182,0.0756083186384859,854.809265052415,-181.48155213189995,0.9831534453572128,0.4413549193548467,0.5040004393791526,0.3235413175346988,0.0274238774774518,0.0007962644603257,0.0,0,0,0,0.0,0,0.0,0.0134488659083342,0,0,0,6,0.353732286229902,0.0,1.353732286229902,0.215
7,0.259744752747137,2.4309008429438093,1.0430618527594078,0.7367470562871129,2.3826502625349373,-1.5299011574659915,2838.322225646671,154.08319639445176,0.5826848885290346,0.0255509418496927,0.6622020192683258,0.3875234258732815,0.0150978021830127,0.0191951729884245,0.0,0,0,0,0.1793424132982851,0,0.0,0.0379336955688335,0,0,0,6,0.365722124051007,0.0,1.353732286229902,0.215
8,0.4970737987345126,2.6069302612556777,-0.4684997393145798,0.5509779053244193,6.112978151819455,-1.21649939750331,659.6633779337112,-187.3034352770349,0.7383997586209003,0.657512387659044,0.2146357463999536,0.4167534401953371,0.0278836311846715,0.0049495350686167,0.0,0,0,0,0.0308247626417466,0,0.116546762589928,0.00900687919603,0,0,0,6,0.36213990614280617,0.0,1.353732286229902,0.215
9,0.643841934148195,4.156209752992121,-1.035226616637236,0.8816522357485486,4.888369438574395,-1.1499667704852743,3160.1248189443545,873.1668174152817,0.7985856540990809,0.5433452305839027,0.2208379150614619,0.9184586465896004,0.0167028601153813,0.0360216284425463,0.0,0,0,0,0.4042139951934047,0,0.0,0.0436834122712043,0,0,0,6,0.3792880827920358,0.0,1.353732286229902,0.215
10,0.5920845776663763,2.175476945477152,-0.7421116370340664,0.913915477165132,2.637275683385261,0.1262653703564973,1987.9897101227236,989.3747426512368,0.6235631845621308,0.176712161584426,0.5912573526535458,0.4892661669948591,0.0949655582174476,0.0025965786077205,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
