# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 2
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.5502327537947621,6.002347932891361,0.4932801438199155,0.7388993931770386,0.0230144609891131,0.8146229644365489,4.372320057537972,-1.4850057074355214,0.4319029050022235,0.6390549624301219,498.23191801392,38.43480942890576,0.3766393610598049,0.7778172057625603,0.1750353986050518,0.4223105638156899,1.0159620911017615,0.3978555214173102,0.0041138612059596,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
2,0.9826211724556744,0.0529532743110638,-0.8068340411887507,0.2896608786002761,0.2810800976581006,0.0763279194037888,1.6245048722338309,-1.4904758905395823,0.2358984083610584,0.0996347439033552,10.055962255727025,263.73456860923284,0.0931583489718611,0.7705366737750217,0.7934861825933917,0.6863989021672168,1.7808152090895293,0.3618746697828853,0.0033819410671129,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
3,0.0303934559641546,4.700192142307106,-0.2486297153719443,0.5955961725045781,0.4628130153128195,0.4879433008363358,5.103973772581441,-0.9932695895926472,0.3001395279951474,0.117986251780776,2115.123480235222,243.2010396964066,0.2408493280620285,1.5818437703887942,0.6503391660508678,0.5942080259890132,0.3552246425812655,0.2796154838359881,0.0033398107894596,0.0,0.0,0,0.0,0.0,0,0.0,0.0158411084020478,0,0,0,6,0.3538730063765911,0.0,1.0,0.333
4,0.6400730035396376,0.64680310253147,0.5543327082013647,0.2056939861475023,0.633894260199732,0.7716770721582525,5.331589621735022,0.6785910168486033,0.5811707417659114,0.0559674849322666,1225.3479451714963,759.0287537793872,0.5670093368152476,1.615253124320782,0.7378174568942767,0.576910625611825,0.7010596584192075,0.4155661098434999,0.0043079917233676,0.0,0.0,0,0.0,0.0,0,0.2362573099415204,0.0517624969806184,0,0,0,6,0.36988351805424347,0.0,1.0,0.333
5,0.7451520558136764,4.28240900395125,0.1733129949735925,0.9515185885923858,0.1130623614361761,0.4093222356125583,5.448628826207393,-1.5239255424932223,0.69597517111957,0.7603365063259498,2340.2465130103164,149.2272298784746,0.6939088071213166,1.211752441980678,0.6290388684766852,0.8079133201772366,0.5136605520231017,0.3799137822700046,0.0056827440323467,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
6,0.7416531922007263,5.226816735137954,-1.0409291343511426,0.7443605844535437,0.1120674621083974,0.2099754292149286,5.842343706187008,1.1923007211748238,0.3563677633801637,0.3199595990968978,2723.2965645249224,560.2813003949991,0.9235173928665976,0.9840967395295186,0.4695661683690008,1.7702179113225631,1.6134787517829192,0.3583780234621838,0.0015460042091316,0.0,0.0,0,0.0,0.0,0,0.0,0.0378875173976943,0,0,0,6,0.35516985396457024,0.0,1.0,0.333
7,0.448007029641613,2.560219485621855,-0.1584928097300346,0.1034895505292212,0.8604423491069019,0.5950846025089601,5.380900680045179,-1.2278441421335802,0.1244427886843478,0.4121398856404904,2246.0256362710224,140.3243475227929,0.2900325599779704,1.457405132453966,0.968826266973722,0.6455535998995869,1.1207912418480903,0.3148807289927772,0.007047731070142,0.0,0.0,0,0.0,0.0,0,0.3844221105527638,0.0,0,0,0,6,0.3755542417972214,0.0,1.0,0.333
8,0.9158103814475436,3.7873535160007608,-0.1947978016389031,0.2562579317704963,0.3522505839510362,0.0026831427580035,0.4480711652252542,0.8862609400835515,0.5691704889944311,0.2981040066339095,2135.587141591889,421.96742576244526,0.0684720790943391,0.4762531241225853,0.3103988992599992,1.048788026310194,0.8776594732816132,0.4773174641488829,0.0018536833620185,0.0,0.0,0,0.0,0.0,0,0.0,0.1251755907995433,0,0,0,6,0.36030444651762017,0.0,1.0,0.333
9,0.3972003050986497,0.8138323953205461,0.0428534918332486,0.3741838717089762,0.0148256545468336,0.4103563996234715,4.465059707711791,-0.2571647331670426,0.541612473607075,0.1175339020365398,2394.3608968492063,520.3237280303609,0.3645938482609104,1.5588299699364143,0.0765014470263919,0.8591265716956682,0.7481978145571808,0.4280154970308643,0.0045542137807703,0.0,0.0,0,0.0,0.0,0,0.0,0.0681214011021509,0,0,0,6,0.3569483177118912,0.0,1.0,0.333
10,0.0264112138190103,1.4127747533829174,-1.2816821220289976,0.3748371435145397,0.2194884012141966,0.7218606052342623,6.249123664175616,0.1305595945575282,0.9794413975802888,0.6148328805331403,2662.089991492924,327.4974315845981,0.5629232381229192,1.5596420539013711,0.584804605414253,1.1555260793869868,0.5254475142951944,0.2702835586738225,0.0074685610294356,0.0,0.0,0,0.0,0.0,0,0.4864620938628158,0.0,0,0,0,6,0.3815565937566362,0.0,1.0,0.333
