# algorithm: NSGA3
# population_size: 100
# num_evaluations: 10000
# run_idx: 9
# problem_name: next-to-tunnel_num=0_hor=1_ver=1
# variant: AFV
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.1549702884866629,4.171195393153741,0.8473861011827748,0.009278356031764,0.6355580442972136,0.5358737020214963,0.8241783278936448,-1.3043296703057377,0.9534267254556048,0.9592287532932984,0.6374531594341586,0.7880763970231071,0.0165024829313545,0.0012061332541363,0.0,0.0,0.0,0.0,0.0,0.0,0.5962643678160919,0.0068424824260686,0.0,0.0,0.0,6.0,0.38841805001424473,0.0,1.3884180500142447,0.204
2,0.7487948109393546,0.1058302570677897,-0.222044627151823,0.8026759231474048,0.1480898982310702,0.7564347320362081,2.190921296672645,-1.4354565892084294,0.724490971749108,0.8576381582701673,1.9541339990795747,0.3039917705614374,0.0209947389994123,0.0035478271534263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333652465178599,0.0,0.0,0.0,6.0,0.3549038380304624,0.0,1.3549038380304623,0.215
3,0.3265756188032755,2.4291560589072514,0.1538354516306022,0.5529311724432222,0.3301271737097133,0.4256511012197527,1.5824633162376414,-0.9341992837846996,0.7775255130659098,0.1395928495686883,0.9024074119297464,0.2450452484218279,0.1094074834539845,0.0014285759525121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179514673187696,0.0,0.0,0.0,6.0,0.3539971451363982,0.0,1.3539971451363981,0.215
4,0.5001079204417592,0.524918851444078,0.915203226129678,0.7580360249227713,0.2622732208029519,0.1008585910452216,5.762891735199519,0.0548529672708593,0.1335396759234336,0.1125431140433566,1.6832822968281542,1.0921494730608428,0.0842799324394425,0.0032900481757897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110432387696626,0.0,0.0,0.0,6.0,0.35359077875115663,0.0,1.3535907787511565,0.215
5,0.5644536326774812,0.2856932827188329,0.4412093739323661,0.6812063808078306,0.3956374751104815,0.1366730103382248,2.616681229430124,0.7491530879399204,0.5843076357569016,0.8834332260849691,1.1574992226411749,0.3559409205838464,0.0465011236971045,0.003696752016706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364740819751129,0.0,0.0,0.0,6.0,0.35508671070441844,0.0,1.3535907787511565,0.215
6,0.3735120119541922,4.899958192783183,0.2804434632167878,0.4312695650552813,0.9258244265303393,0.0584873870843196,1.071614497532576,-1.2494406100729742,0.7151195256113101,0.7058066896099011,1.7247598986294554,1.7565349340348249,0.0173410417924314,0.0017593017092814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007586634941841,0.0,0.0,0.0,6.0,0.3533874491142259,0.0,1.353387449114226,0.216
7,0.6087875900003764,3.805359338903557,-1.0645505446678811,0.2027100399993086,0.407574878162187,0.5007072558960487,2.081826647716856,0.5396305577561491,0.9476735192886196,0.8551220792766931,0.3493059974452166,1.0165966660238643,0.0151863826480158,0.0030236959906656,0.0,0.0,0.0,0.0,0.0,0.0,0.297971918876755,0.0097783057140822,0.0,0.0,0.0,6.0,0.3710441308582845,0.0,1.353387449114226,0.216
8,0.5921875950745158,3.277963276386546,1.004189198997,0.8344503763495421,0.5929119873311093,0.5158345627597962,2.586098377838816,0.0399726113676304,0.0576789183690363,0.2677679735685246,1.60147726623165,1.865813862533688,0.0645503015653838,0.0023863068719791,0.0,0.0,0.0,0.0,0.0,0.0,0.3443983402489626,0.0027915374755953,0.0,0.0,0.0,6.0,0.3733641104543858,0.0,1.353387449114226,0.216
9,0.5945255158164866,5.488526650477699,-1.0216907662873642,0.451794557743061,0.6207860399602462,0.3385170167798556,3.6622854220443086,-1.3506766405468682,0.0995380833770767,0.4747885785882083,1.0825184606214724,1.9675264134925023,0.07873449881838,0.0027013243123055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248208876767151,0.0,0.0,0.0,6.0,0.35440122868686563,0.0,1.353387449114226,0.216
10,0.6652128342269669,4.319338982689069,0.3690584526197558,0.9942551497247584,0.8572333423957531,0.9737877281113873,5.035292236245923,0.2390968762422058,0.781756236235711,0.5873043335227505,0.7832660240489524,0.4802518291948499,0.0979616197767326,0.0031062462254841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0658401762033889,0.0,0.0,0.0,6.0,0.3568141280119641,0.0,1.353387449114226,0.216
