# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 0
# problem_name: next-to-tunnel_num=1_hor=1_ver=1
# variant: AFO
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.9893803532260051,4.224796969345876,0.6747380114813879,0.5080689576423745,0.7810599923729942,0.5108875303784283,4.1765429365613285,-0.9988955308296784,0.2995639769187522,0.4173100969955087,0.9214656262967652,3.896497651102707,0.3806310533206594,0.4025091659811662,0.666317080588811,0.5328178929838627,0.70548927902664,0.0325974637667402,0.0036453353068223,0.0,0.0,0.0,0.0029810440893228,0,0,0.0,0.2004603196110689,0,0,0,6,0.3649083155117877,0.0,1.3649083155117876,0.212
2,0.4396711172288211,1.2824963938379683,-1.446650024355405,0.7093994448660624,0.7026878655165152,0.6514142667548185,2.0382565372689285,1.184729179106172,0.8587494373600763,0.422430197432515,0.2852363300495356,4.357805477205515,0.9424657263858086,0.014449424809299,0.6612344394927265,1.5953435600670676,1.0044414607754104,0.0534053183203009,0.0035741776028343,0.0,0.0,0.0,0.0,0,0,0.0,0.1118870863706638,0,0,0,6,0.35952276978650965,0.0,1.3595227697865098,0.213
3,0.9138412680500186,1.4421153561583049,0.6618958994929165,0.5765706001476769,0.3797990991017362,0.8437888864803088,0.9292428189766566,-0.5703371808598854,0.2582883516859924,0.861671450925938,0.0139422634474689,0.2985494862360235,0.0998766768641843,0.7701580754022236,0.0729206510376706,0.6241050894403952,1.1096486321437653,0.047342798344674,0.0033211699232506,0.0,0.0,0.0,0.0,0,0,0.0,0.0362107046992496,0,0,0,6,0.3550712179234853,0.0,1.3550712179234852,0.215
4,0.688572136492195,1.2558576627067892,0.5184136686786993,0.7237495258970298,0.8184463807951715,0.5054889316052167,2.6462896356684893,0.7689776796923082,0.055141906989276,0.2756232363685705,0.7802324436578265,5.506434374787626,0.6715745464564649,0.2835470133528568,0.4350633956352561,1.3216621724169957,1.7363934983862883,0.0732569226595319,0.0039647924121,0.0,0.0,0.0,0.004350015790109,0,0,0.0,0.0410934831502446,0,0,0,6,0.3556143234670796,0.0,1.3550712179234852,0.215
5,0.5200721261028558,5.503128421153024,-0.7533476724511202,0.803762254118271,0.303145478070626,0.5524344486988454,4.805281362964257,1.12211060934303,0.4294076081265041,0.7830276397100148,0.7235938907326548,4.220841116540297,0.9951708062898462,0.585486643467705,0.7214368355303611,0.4881549083181991,0.7159343100969415,0.0935447501026929,0.0060176528623843,0.0,0.0,0.0,0.0008000122713656,0,0,0.0,0.3159374410994082,0,0,0,6,0.3715727913747514,0.0,1.3550712179234852,0.215
6,0.800220697303115,4.563681967031679,-1.3289910020556133,0.5363435988184839,0.2227029546658391,0.972431607660388,3.830324300580205,0.8605244142054485,0.9502212522280848,0.6068806421802859,0.5345717271443258,1.3620261717633926,0.6464038463235859,0.3192629958122353,0.5375691703871824,1.0188898510870557,0.594524964609837,0.0152629460419651,0.0032601597418642,0.0,0.0,0.0,0.0007013643969857,0,0,0.0,0.0306305728996649,0,0,0,6,0.35478423160568534,0.0,1.3547842316056853,0.215
7,0.2817918349463323,2.4009842589040584,0.7447386443821471,0.9877120340910016,0.6423392459048002,0.4987124980627054,2.3089560421913937,-0.7925772945470041,0.7280998252712286,0.1808618180992224,0.0925486787114002,6.223876205234218,0.0944114513235166,0.2985969139294069,0.2305608705441805,0.3034322532559741,0.0368993518700508,0.016867304764301,0.0036550070269888,0.0,0.0,0.0,0.0,0,0,0.0,0.015854762666131,0,0,0,6,0.35387380956859593,0.0,1.3538738095685958,0.215
8,0.3329288429811261,6.245727063514085,-0.2520600616138357,0.8131526568354215,0.6829320105682868,0.6994090596216845,1.6714929061692083,1.0703918974490136,0.8815744199531896,0.8420802345471092,0.8072487960631181,0.0046207807101646,0.5098859332430532,0.2129186224402464,0.6887666745495837,1.356171374369533,1.9520910904434876,0.0156073441460214,0.002975103918407,0.0,0.0,0.0,0.0,0,0,0.0,0.0285766571599792,0,0,0,6,0.35462215630352817,0.0,1.3538738095685958,0.215
9,0.665281154294484,3.6606784770207983,0.7696393330993336,0.2383561246795239,0.5811197061503792,0.6460902883221339,4.334104929577304,0.8426138415232236,0.1352566909143228,0.0586711543387985,0.1446353848052336,1.7222129326359057,0.960143338132488,0.0101174586509859,0.4019983804026846,0.97983656362419,0.3595188259683901,0.0771968531375081,0.0041323593587703,0.0,0.0,0.0,0.0,0,0,0.0,0.0179198206456939,0,0,0,6,0.35399528356739374,0.0,1.3538738095685958,0.215
10,0.2534955781228681,5.121664297521179,0.1364801026952444,0.8315725742249309,0.9233069925658912,0.6301013499954871,2.8398027771899432,1.0883244143891653,0.0805495049685088,0.904688046770441,0.4501798187773048,1.6505265201748491,0.6274307910271151,0.1498462351608389,0.0403168283431333,0.0065824116714741,1.2087080256194365,0.0724951759483571,0.0034787640891232,0.0,0.0,0.0,0.0,0,0,0.0,0.0841861712023197,0,0,0,6,0.35789330418837173,0.0,1.3538738095685958,0.215
11,0.2788497339929582,1.7625105399725511,-0.1809202838313501,0.8991633579814479,0.93129529881268,0.0065380268561033,6.267899612043821,1.557760881911781,0.4478930308795047,0.3798982526645852,0.4715557919804044,0.0886303341020458,0.5057306135923297,0.1124950172721287,0.2157359098176404,0.1302151986739095,1.6543533427426995,0.0252294124095417,0.0040122677142396,0.0,0.0,0.0,0.0,0,0,0.0,0.0231471161114325,0,0,0,6,0.3543027715359666,0.0,1.3538738095685958,0.215
12,0.5866636835363124,0.4997761914188384,0.7905528368331507,0.7642244030247891,0.0929355548328708,0.6922991926032015,3.643335058102368,1.35958574735196,0.9811539336113404,0.9964257921868276,0.7532272334140991,0.8829540110449189,0.9984785302848502,0.7209181759319041,0.471454540227693,1.734987411852343,1.296651870306493,0.0844015874354217,0.0256404196833119,0.1742999670942845,0.0,0.0,0.0011590968714703,0,0,0.0,0.4143505157715814,0,0,0,6,0.387635857631608,0.0,1.3538738095685958,0.215
13,0.2036011591703898,5.73035656930917,-0.6130458722580192,0.5661235969066494,0.7107500251597269,0.2759160208522208,5.006350622504266,-0.4968136593178198,0.03232433098243,0.8438605791532509,0.5853954325338581,0.0494204973501091,0.3102269653263581,0.973195466728648,0.1979096275821676,1.5050386876466295,1.1872680330104948,0.1011826915208852,0.0029786608564738,0.0,0.0,0.0,0.0,0,0,0.0,0.0397296790867337,0,0,0,6,0.3552782164168667,0.0,1.3538738095685958,0.215
14,0.2336905602552358,2.7035894266679863,1.2439866864509046,0.6394732618320051,0.6703553739624619,0.835743554214604,4.780772723140236,0.4366333396812667,0.6490027125773014,0.1834994935217457,0.743076696529995,2.791736217848422,0.94004291445374,0.4392406454445671,0.5903368281472444,0.5356607593109814,0.3911679830393162,0.0809985705370233,0.003701443665406,0.0,0.0,0.0,0.0001008206418985,0,0,0.0,0.3202427548926951,0,0,0,6,0.37178491620791726,0.0,1.3538738095685958,0.215
15,0.3064662517843909,2.2319647499429336,0.899677922577252,0.6300086117098311,0.2992068527838399,0.1215660361828956,1.347001774917743,0.4749312161003556,0.189586207824208,0.3714586108911405,0.7985848318479954,0.9746153158312458,0.3573366519064949,0.0754002230376363,0.5839809629085325,0.0512719310266551,1.895726937268192,0.0523341456586316,0.0012961445417563,0.0,0.0,0.0,0.0,0,0,0.0,0.0465728735113679,0,0,0,6,0.35568075726537457,0.0,1.3538738095685958,0.215
16,0.106995305832468,1.1821766643363438,-0.0034086238059691,0.0795647668308684,0.2782144554299107,0.0922968815420647,3.093221569553577,1.0694630309924895,0.2636684507489766,0.9486106543245936,0.0946898934541093,3.900265785097421,0.4950386511654797,0.1662549694927275,0.9720807053595236,0.355758020613204,1.7239560388096498,0.0914294681562524,0.0041006085272449,0.0,0.0,0.0,0.0028330846833789,0,0,0.0,0.0254951165223721,0,0,0,6,0.35460754124739713,0.0,1.3538738095685958,0.215
17,0.6297055505375144,4.185610765958583,1.0946798687207204,0.5983160285228056,0.2686991884823989,0.942943412541992,3.134176464807147,0.6943756066260658,0.4143404060098304,0.2983960086868759,0.6147010676716114,4.6057586956564585,0.0171780518286337,0.6604511288109529,0.1696166591917679,0.4830830153384753,0.7860117203912924,0.026732789308435,0.0022417559925447,0.0,0.0,0.0,0.0,0,0,0.0,0.050667850270465,0,0,0,6,0.3559216382512038,0.0,1.3538738095685958,0.215
18,0.3022335579617324,1.564691233069692,-0.8503121488746657,0.6100562873268208,0.3889527794909003,0.8282628795860097,2.3422739177636696,-1.0306232246790272,0.6931373062169359,0.8935528532669829,0.1341953099485505,3.683226545429028,0.6790763985251106,0.2693315163034321,0.4156235063414391,1.4301577477275262,1.260994026771982,0.0292541398448918,0.0037593131378327,0.0,0.0,0.0,0.0046170518664758,0,0,0.0,0.0200086929243087,0,0,0,6,0.3543897496935755,0.0,1.3538738095685958,0.215
19,0.4530464876285427,4.742521297458576,-0.5577030009003001,0.7898043479610766,0.808739801265059,0.6002348096514525,3.1588417836558187,-1.1640046982850984,0.8434787959359549,0.5731984385756376,0.2050027410088508,2.617382230706105,0.9086009783029956,0.9202484288147924,0.7211822997050656,1.3028365269336963,0.0319740403000534,0.0416281838549119,0.0028213354625009,0.0,0.0,0.0,0.0,0,0,0.0,0.0791060814007093,0,0,0,6,0.35759447537651234,0.0,1.3538738095685958,0.215
20,0.7673630439407909,5.0231576550713495,0.783799782087327,0.7998607497374669,0.5249570628959339,0.938829859743831,3.784841291393176,-1.1902434699237034,0.0862822248843194,0.8680128843177877,0.343233900788599,4.669070463512891,0.9288494988379268,0.2976635495484884,0.4080493840672224,0.4076570573329985,1.1156411522893002,0.0717550543570868,0.0032690967986203,0.0,0.0,0.0,0.0,0,0,0.0,0.1617135609578311,0,0,0,6,0.3624537388798724,0.0,1.3538738095685958,0.215
21,0.90704148141681,5.479583035401799,1.328273696635983,0.2903703333081628,0.7289210427886454,0.9938984987784384,5.408639380915551,0.1958775727444224,0.5832530173219029,0.9135248694247254,0.3660968793160133,4.398810413246428,0.7124116558342628,0.8540230718497458,0.2898040496562505,0.1206957015988017,1.3006637710641862,0.1180033475847231,0.0036250327713592,0.0,0.0,0.0,0.0,0,0,0.0,0.0406722803627508,0,0,0,6,0.35533366355075,0.0,1.3538738095685958,0.215
22,0.1617450110912077,6.078615415761552,0.7702133656744135,0.522163037240804,0.8275814762932489,0.4948327104145872,6.073169495650031,1.478991070537414,0.6428192271547193,0.5920806967720048,0.5124625735143346,0.2680205594239766,0.9167246935026518,0.0340078094103735,0.7992712658163681,0.912396691948687,0.1842944882185573,0.0706406557666315,0.0032803614005699,0.0,0.0,0.0,0.0006359762048368,0,0,0.0,0.2392419511539902,0,0,0,6,0.36705164278581337,0.0,1.3538738095685958,0.215
23,0.7839791617396834,5.395074289668595,-0.0354918878107919,0.364333236084993,0.0554142082439824,0.4757545137233337,4.507436465480658,-0.633952799001577,0.4725836060972276,0.0767585737036171,0.4135418051300913,0.205261145080062,0.4015885706734372,0.5763517141664778,0.1399742123665355,0.8459138034442466,0.9451706884930864,0.1148381256264791,0.0038108394529326,0.0,0.0,0.0,0.0,0,0,0.0,0.0365466908915292,0,0,0,6,0.35509098181714877,0.0,1.3538738095685958,0.215
24,0.6772268871644165,4.538984764905055,1.395077922727149,0.2564151650539112,0.2872938973909921,0.6063623866213709,0.520094438254677,-0.7256122700513903,0.3375278086212968,0.000256841280436,0.670475238555682,1.05394011581251,0.9528160600976082,0.8181066351494967,0.4870935931888561,0.367553996038678,1.022056403012423,0.0807101586025371,0.0043707107395196,0.0,0.0,0.0,0.0,0,0,0.0,0.0114707996444778,0,0,0,6,0.3536159293908516,0.0,1.3536159293908516,0.215
25,0.894098254575524,4.099325960109958,1.4739677863395009,0.7769371161481119,0.0747499085894396,0.6443192380148202,1.3607265861551914,-1.2240637086791677,0.8847357212995687,0.4766463450711042,0.0216384998708122,0.8611193591700207,0.7879998637461167,0.9695988012294344,0.2277336556404586,1.7766268111811478,0.2045661150716875,0.0152636335607568,0.0037071293589307,0.0,0.0,0.0,0.0,0,0,0.0,0.045186985685742,0,0,0,6,0.35559923445210245,0.0,1.3536159293908516,0.215
26,0.0610779062529699,6.201759449874244,0.9320535086740036,0.6243108496589468,0.722455448811974,0.1085757695483552,2.964999501279958,-0.0822394785909552,0.4158600621262054,0.4620493580966764,0.0275254905723887,2.279761626701724,0.5561369567808693,0.6357202423966821,0.8248548905007936,0.3456065334141178,0.2584059172526751,0.0276588565024739,0.0023619716952912,0.0,0.0,0.0,0.0,0,0,0.0,0.0444245924362976,0,0,0,6,0.35555438779037046,0.0,1.3536159293908516,0.215
27,0.5057928549257086,5.436156000986543,-0.1078758128450272,0.9836374191405758,0.9448100410889972,0.975328562561149,3.646061752224463,1.4607845960492538,0.1824466511108184,0.2947487126257877,0.6613530735169395,5.935313066788809,0.9481603079928091,0.3294446503025461,0.0109011111004029,0.5345298602475841,0.1509099024009961,0.0763555768653614,0.0047822421808652,0.0,0.0,0.0,0.0059790569754346,0,0,0.109350237717908,0.0731900758945995,0,0,0,6,0.36403055121105543,0.0,1.3536159293908516,0.215
28,0.7849949396115464,1.5678225543623006,1.0733222882398534,0.4365234905565972,0.7297778390312326,0.6412532237107998,0.5289472018800805,-0.8112950330988531,0.757097146751535,0.985072320561955,0.2934832574542038,2.1041455861143,0.925897120080476,0.4845036139359002,0.5194915649576453,1.1129299338403815,0.7132985932583134,0.0510937452316499,0.0021483235355567,0.0,0.0,0.0,0.0,0,0,0.0,0.0846347866391098,0,0,0,6,0.35791969333171236,0.0,1.3536159293908516,0.215
29,0.0523643678767794,1.835576004286732,-0.2618614483704429,0.8238217263498219,0.97249491104909,0.7166758568210235,0.5613543877297477,1.0920714464473562,0.2287932877005902,0.3462444875583093,0.692971331945444,5.14120997370534,0.4721124913567174,0.7553737449096897,0.2332606489915383,1.1799090842592344,0.5782195465501458,0.1122167876781806,0.004657002194369,0.0,0.0,0.0,0.0069581383887496,0,0,0.0,0.0237868211261272,0,0,0,6,0.3547497035008751,0.0,1.3536159293908516,0.215
30,0.3370040574328822,0.8386621695194486,-1.134644464884491,0.9007411266797182,0.6679552875227347,0.7266916862444331,3.5941149102156578,1.1712719991407543,0.8611114371172162,0.4794853902508972,0.0788645206071485,1.742663181027482,0.2520797859659669,0.1377102105395278,0.6801486422634858,0.1073908833098022,1.5563888040109783,0.0162720691125652,0.0031834034621767,0.0,0.0,0.0,0.0,0,0,0.0,0.0152579820645835,0,0,0,6,0.35383870482732843,0.0,1.3536159293908516,0.215
31,0.3780848789214056,1.07193100174927,-0.807849905771818,0.2446671818829826,0.3257133267175855,0.9009947921958652,1.8316517383864543,-1.301680365869658,0.5572071041377603,0.2362985227809572,0.9692915837748882,4.10838079253924,0.1058807884081228,0.7719679717670164,0.3530476239101612,1.6685422695275092,0.4377072269193736,0.0529808120196727,0.0020520343959292,0.0,0.0,0.0,0.0032509177240212,0,0,0.0,0.0467279720030088,0,0,0,6,0.35588111116041354,0.0,1.3536159293908516,0.215
32,0.669137784455775,2.0854279500021824,-0.5192856105404373,0.0418730184730407,0.4146281764720365,0.3046400109775439,1.991459961149476,1.322085175920482,0.8589082482875732,0.0537297771799432,0.5388908715256359,0.0601347861356859,0.8768366895374267,0.7647315764234649,0.461483468704211,1.26492995101049,1.9537872238237757,0.0303353554938003,0.0039366227988291,0.0,0.0,0.0,0.0,0,0,0.0,0.0565760651093452,0,0,0,6,0.3562691803005497,0.0,1.3536159293908516,0.215
33,0.4286377381914449,0.5242853312907138,-0.4067529330771524,0.9856045856503094,0.6656160020636716,0.3289365752694695,0.1347356791489427,1.302015348381277,0.6261182982260975,0.9803680109158296,0.6599578002900225,1.3562661867263204,0.256864918577689,0.0640701951922482,0.2803960937309943,0.6327717406030209,0.6452446762400157,0.0161830988794734,0.0015341683522471,0.0,0.0,0.0,0.0,0,0,0.0,0.0162236240206539,0,0,0,6,0.3538955072953326,0.0,1.3536159293908516,0.215
34,0.3471262311223002,4.049925507254882,-0.5734184459096888,0.5399213191652997,0.2464613521136798,0.5682275306840026,3.96097557588323,-0.4542710073646478,0.0124656408139126,0.6013390134353643,0.878986981929883,2.1939591943693006,0.0222650696777686,0.1314964665921838,0.9969024031352792,1.264055752215818,1.7956508903006403,0.093835405108849,0.0040218243498886,0.0,0.0,0.0,0.0,0,0,0.0,0.0263773970860463,0,0,0,6,0.35449278806388507,0.0,1.3536159293908516,0.215
35,0.0888272841777079,0.0868624460113511,-1.0460094170681455,0.5294924158038632,0.9382861154977898,0.2613544880998898,0.4186038135996489,0.649170226518871,0.8399108211959568,0.857601245597427,0.4636277773830257,5.371535550658217,0.8911458199534934,0.2227139104897364,0.8789511715726045,0.7592424292077711,1.9302371873754935,0.045507588326018,0.0033303996647372,0.0,0.0,0.0,0.0,0,0,0.0,0.1554863774558126,0,0,0,6,0.3620874339679889,0.0,1.3536159293908516,0.215
36,0.5370502785492616,0.3494901583882571,0.6100234877038093,0.8419950831155568,0.0337738629643797,0.0734422900707826,5.564695501307271,0.8660966317054735,0.997966157869644,0.5208595824033836,0.5727288169618318,0.9351892112627294,0.757285568062534,0.2328240013568799,0.7060492763313074,1.9535059114667104,0.3461761011118178,0.0152475748221059,0.0041071359945294,0.0,0.0,0.0,0.0,0,0,0.0,0.0320355980456727,0,0,0,6,0.35482562341445134,0.0,1.3536159293908516,0.215
37,0.2030216288548006,5.976812157888284,-1.1408163146487842,0.1650991745888648,0.598511483038776,0.9636378830066532,0.6686695138402434,-0.8916303570393491,0.2734081229534028,0.1418750980068895,0.9261126856735364,5.455891192885469,0.7520936600356108,0.4690149483897836,0.3675545330719265,1.1966792670463464,1.8663854709477528,0.1150489739634303,0.0032501341613977,0.0,0.0,0.0,0.0010633288966227,0,0,0.0,0.0148850406576603,0,0,0,6,0.3538793158561343,0.0,1.3536159293908516,0.215
38,0.1119234326712512,3.941231200265135,-0.8714314660086737,0.0958724280163928,0.6165344405514435,0.1603757061708225,4.784780596610686,-1.1323631831848469,0.8716841461806659,0.7555583343780305,0.9428890385063144,3.0549682248122147,0.9099335501598343,0.4342724319011398,0.5856104560787212,0.7245911539609773,1.5879882742529132,0.0995263968309961,0.0028256974331586,0.0,0.0,0.0,0.0016010711834366,0,0,0.0,0.0636975130104902,0,0,0,6,0.35678226965846627,0.0,1.3536159293908516,0.215
