# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 1
# problem_name: 15-areas_hor=1_ver=2
# variant: CV
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.8230694145943991,2.109178734553049,-0.9130215559422076,0.140605881792974,0.4370154643942004,-1.1285027470874178,2481.87224635395,-81.21321781027791,0.0833942434378415,0.9371730561200304,0.3598577859489661,0.3210649123254336,0.2130937689039465,0.3479047781525699,0.7568408053754304,0.0454585066122205,0.2924091641098794,0.1666666666666666,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,6,0.5294117647058824,0.0,1.5294117647058822,0.157
2,0.648647022234465,0.5267477934427247,0.8571458563634646,0.3699985014275087,1.292386524908326,0.5234499508942139,1714.772136075102,1237.6453002445771,0.5914083839603014,0.5579247203138794,0.2929339846976231,0.9687458093425478,0.3155886405612083,0.0433429917070768,0.4269293380682379,0.0380729471040683,0.3284015655013817,0.0031377516112129,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0442108644351917,0,0,0,6,0.35554181555501124,0.0,1.3555418155550112,0.215
3,0.4572630182918751,1.6179818947563995,1.2044399496512042,0.3584964241621524,4.588630943157344,-1.3388418904503143,-730.7720788305131,583.8401428452652,0.5176089737254002,0.8012895504459775,0.9813514350662162,0.9224831485343046,0.5742636149428488,0.5494736491014842,0.6229823888689136,0.6927737966384264,0.2804412767472649,0.0613986560317391,0.0,0.0,0.0,0.0,0.680957956112952,0,0.0,0.0,0,0,0,0,0.04005635035958541,0.0,1.0400563503595854,0.32
4,0.1389734660380681,4.998833759229432,1.2376570723831355,0.508219771062978,2.2183231644636896,-0.7320695072179286,45.03940136646395,402.0995224673359,0.1234145638185001,0.1067088977141362,0.96542148657232,0.5824301757065276,0.4904177217822044,0.194880974523267,0.9262532188726168,0.0419195254516946,0.3022866959479402,0.1666666666666666,0.0,1.0,1.0,0.0,0.0,0,0.0550621669626998,0.0,0,0,0,6,0.4738271862919235,0.0,1.0400563503595854,0.32
5,0.9839936110941976,4.999209064097709,-0.0242639140203899,0.9531159298007534,2.311305100769467,-0.4058891628097316,342.6772651464314,1133.8186158088652,0.5176750412194787,0.9695637477398988,0.3892313023630768,0.9640269554020164,0.6849896948499917,0.6417716114540514,0.4072457732008772,0.5081341990612602,0.015760832737724,0.1055586621942419,0.0,0.017135628521815,1.0,0.0,0.1494686832643072,0,0.0,0.0,0,0,0,0,0.06862378304624249,0.0,1.0400563503595854,0.32
6,0.3659013682512594,4.484281142808585,1.2180333724874934,0.7368600702151431,0.4184275617034301,-1.012536457622177,-543.7236416519261,147.7831354862185,0.6026799450005547,0.9141475872636636,0.3560320214298846,0.1847194954094174,0.6887206766272711,0.7111309995945718,0.9377339701391332,0.3703969763663554,0.4643135014169993,0.0544076303631674,0.0,0.0,0.0,0.0,0.6313583635366699,0,0.0,0.0,0,0,0,0,0.03713872726686293,0.0,1.0371387272668628,0.321
7,0.1152741383603428,5.302252099848271,-0.1917578159813631,0.3146556156426986,3.180392071107863,-0.5623800974084587,954.2691011879836,1164.3945462371014,0.8878108762449697,0.5383076195805788,0.0206468785487636,0.7798038434707539,0.7410782499745364,0.2048255310422434,0.8729882663380251,0.7023757430175479,0.1850002971266454,0.0038584908613501,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
8,0.4686454142428368,1.335015633483717,-0.0194512179753507,0.6871213258132814,4.07790791031565,0.9700664299812538,173.4007849319047,971.0077670405832,0.4767900253527721,0.2586170263761174,0.6020125974023254,0.4088964483074284,0.5151408637153846,0.9039341311234608,0.7478414613200131,0.2110949899926266,0.2613281921868058,0.0201858684384617,0.0,0.0,0.0,0.0,0.2094291337083407,0,0.0,0.0,0,0,0,0,0.012319360806372984,0.0,1.0,0.333
9,0.8956046848334961,3.502414655760944,0.2663083151503818,0.0147374219521934,5.445493727874672,1.555714679990896,-128.23787917371442,539.8553030778829,0.4434320109775574,0.7205132240001891,0.754049279888119,0.6809000521447747,0.3186091811002195,0.5673863340676235,0.1166422302629108,0.4512245166082242,0.181356600854553,0.0496390353205331,0.0,0.0,0.0,0.0,0.5708944337559485,0,0.0,0.0,0,0,0,0,0.03358202551505579,0.0,1.0,0.333
10,0.8482817473269476,1.4257119050121445,-1.065134718273402,0.0212710100645661,1.6075516577792364,-1.0123089868535202,3012.9010128856758,178.44617129059043,0.1089878740270947,0.590671134015586,0.2564576393353207,0.0753280019877478,0.3154121720819366,0.0819919999712558,0.3235386811401958,0.2615791502192109,0.2920103429664859,0.002055052893056,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
