# algorithm: GDE3
# population_size: 100
# num_evaluations: 10000
# run_idx: 9
# problem_name: next-to-tunnel_num=0_hor=1_ver=1
# variant: CV
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.0541061860769775,4.733645599182518,0.0395684725722342,0.7069710671450171,4.06858090228852,-1.377824780735624,3543.5753770553,-39.934506118649125,0.5644242316765092,0.5487077559548504,0.5797543603191374,0.8674750737751934,0.0161937930586478,0.0492954193728002,0.0,0.0,0.0,0.0,0.5737519780348506,0.0,0.0,0.0173239752026549,0.0,0.0,0.0,6.0,0.38771035019044153,0.0,1.3877103501904415,0.204
2,0.9926291679527268,5.119394070797664,0.9821956462867854,0.0781260985799057,0.6395579722882764,-1.1612834747924057,1899.242208923898,365.0751652029451,0.2820044173880652,0.9558154553665568,0.6099286775995965,0.6253295496317528,0.0696046218385165,0.0029813063456031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380689630493167,0.0,0.0,0.0,6.0,0.3551805272381951,0.0,1.3551805272381952,0.215
3,0.7381891927810998,2.187718482374236,1.362915957840788,0.3404112256577474,3.395116134825824,-0.8807748857245087,-587.1142051297957,412.21979779861147,0.4216032472272104,0.88821565041026,0.3426802896922987,0.1518919286471083,0.0709813855096877,0.0622018170406039,0.0,0.0,0.0,0.0,0.7076786664433053,0.0,0.0,0.0321672487063296,0.0,0.0,0.0,6.0,0.39646152442056676,0.0,1.3551805272381952,0.215
4,0.9582247489813812,1.5661440611447257,1.40450777894839,0.6433937521142101,0.5149298093545146,0.9065160320036592,-473.76378701916826,1226.9451460904595,0.8029155439680186,0.5731235252034669,0.1402171572566725,0.955777353854942,0.1180104671826406,0.0417676625094378,0.0,0.0,0.0,0.0,0.4636919443219819,0.0,0.0739762219286657,0.0056065282853767,0.0,0.0,0.0,6.0,0.38489851144329557,0.0,1.3551805272381952,0.215
5,0.0341823368698892,4.206371110827593,-0.964078380458894,0.892251239827697,0.9170561178518644,0.3754491062213438,3052.8522237078814,-91.5567940032618,0.3048003075185082,0.4788005379096043,0.8131580914429419,0.02498050364327,0.0159887380351068,0.0295463390433925,0.0,0.0,0.0,0.0,0.3460078439815543,0.0,0.0,0.0142724829106009,0.0,0.0,0.0,6.0,0.37413413687600916,0.0,1.3551805272381952,0.215
6,0.92358927681812,0.5432721394367878,0.757513530225367,0.295155931584875,3.52174890479261,-0.5574063620828029,1723.0015240833245,119.13796112445226,0.9104522836996052,0.6077418483079378,0.7481006797535226,0.2388722943547097,0.0303661827212295,0.0007320825244312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0378086321262741,0.0,0.0,0.0,6.0,0.3551652136544867,0.0,1.3551652136544867,0.215
7,0.3294220656898978,1.873388923719271,1.1275920015568106,0.2730982312503305,3.345030531078105,-1.1068915115813194,2405.875302036173,830.8702557744855,0.2193294661463942,0.6799617886444476,0.5319516521068437,0.9040892968991012,0.0778673254323083,0.0009771452558848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1935508960153633,0.0,0.0,0.0,6.0,0.36432652329502135,0.0,1.3551652136544867,0.215
8,0.2988951685431535,4.872315122309845,-0.6395911526749125,0.1369333363454936,2.93097683642436,-0.8190677367899512,2966.019280655362,149.2904626188057,0.8402903619768308,0.342494415176253,0.9391855507010054,0.4204908184138791,0.014938452073309,0.0344559342310589,0.0,0.0,0.0,0.0,0.3614486239404602,0.0,0.0,0.0102734573013416,0.0,0.0,0.0,6.0,0.37480718124951773,0.0,1.3551652136544867,0.215
9,0.4323992437833162,1.3087778290618677,-0.4911362282954195,0.8450769038093084,0.1470843696544082,0.2773907099301551,3202.688919588896,938.7730930767448,0.7016740295176951,0.8261395559336745,0.1997446287807543,0.2075827561533412,0.0162457813633052,0.0341597793979355,0.0,0.0,0.0,0.0,0.4012349155931451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0236020538584203,0.0,1.0236020538584203,0.325
10,0.8047172203705544,4.435410663342899,-0.3952264571457564,0.0357967009262552,4.573019280301256,0.9605107100040312,726.103718738925,-51.1127042560768,0.8725932941676006,0.0015759297289622,0.055634122673339,0.65260342037991,0.0309769244344195,0.0040714462945166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010238777464613,0.0,0.0,0.0,6.0,0.3535434574979184,0.0,1.0236020538584203,0.325
11,0.6455180739413987,1.112901690432858,-0.6894873431610267,0.3644913710322515,2.255371299736686,1.246305608916788,2343.263876377921,160.5571797611704,0.2314769338503082,0.1689450482931017,0.4208335451419691,0.8079832780224132,0.0807079775272083,0.0022965219381346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3052346613894168,0.0,0.0,0.0,6.0,0.3708961565523186,0.0,1.0236020538584203,0.325
12,0.5990231832967706,4.373504991528524,0.6035051666602187,0.9381068461898786,0.0404606263749058,0.1661591156953681,599.652299525538,694.6777002352544,0.9781272939617106,0.7624424782299761,0.1385857225544633,0.0172785601376624,0.0981202685662976,0.0002273723430474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546284768915703,0.0,0.0,0.0,6.0,0.3561546162877394,0.0,1.0236020538584203,0.325
13,0.6011402660545402,1.1923430495924303,-0.1003421171709386,0.9556329808881442,3.992971671083116,1.339165126324899,3644.445609865517,526.4302919336337,0.2403429248750378,0.9399792270936904,0.1054650941455877,0.6110904201560982,0.0774551186056389,0.0038199096886214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172573013242447,0.0,0.0,0.0,6.0,0.3657210177249556,0.0,1.0236020538584203,0.325
14,0.8479383041368896,4.247810761811063,-1.4403373751921535,0.3537464464010018,3.004642655923805,-1.547950338126926,669.3554074711933,138.211139261442,0.8330175963602116,0.1461291970942527,0.3861008540309605,0.3587001876702576,0.0485137011544087,0.0022689567311971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021383064385598,0.0,0.0,0.0,6.0,0.3541990037873881,0.0,1.0236020538584203,0.325
15,0.5100779450214888,2.818904182050591,-0.8302288977306405,0.4591981971844663,4.306007731397487,-1.2172526180914025,897.1470123844572,382.66694697532,0.3567341850088613,0.9079134917957452,0.9511804638204712,0.8213697855870101,0.0685047032562949,0.0013382847616366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0510829097265798,0.0,0.0,0.0,6.0,0.3559460535133282,0.0,1.0236020538584203,0.325
16,0.2439710035377411,0.7266536971617618,-1.1081187619076087,0.0407648437529781,2.3333380608929857,0.5822237211032566,421.3534971263059,32.61531879621049,0.6711972861834105,0.6289295260824459,0.7623957290935917,0.7995702149831874,0.045036599851765,0.0058675945356476,0.0,0.0,0.0,0.0,0.060074924770679,0.0,0.0,0.0211296376643034,0.0,0.0,0.0,6.0,0.35771791543735193,0.0,1.0236020538584203,0.325
17,0.6175590551852055,3.341117937623263,-0.3000357428402507,0.977679212881287,5.379580961209281,0.0132603980281331,3136.4317676536048,1158.790968079223,0.5074706026595237,0.7739927519935168,0.0816461062527955,0.1922474339139868,0.0170578804962749,0.0285694129484649,0.0,0.0,0.0,0.0,0.3380324091976079,0.0,0.0,0.0133616415241851,0.0,0.0,0.0,6.0,0.37361141474834075,0.0,1.0236020538584203,0.325
18,0.8503136956089502,6.141788947436184,-1.3396973057719683,0.6821172524685687,5.407444794023619,0.0532118028658723,342.3391158320494,430.09189832170944,0.9289463573975594,0.3582441066518131,0.6631096241630517,0.4867016682031668,0.0667648682762434,0.0019744706316713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121556074194296,0.0,0.0,0.0,6.0,0.3536562122011429,0.0,1.0236020538584203,0.325
19,0.1768256673040706,1.218171075954005,0.5402955805242717,0.5797876438844687,0.3961494353378506,0.1436449600557945,-483.14133897078193,544.9917367080219,0.442495799801736,0.2897659833962372,0.4860092529495315,0.4556413915821453,0.0828601129246953,0.0819292480330669,0.1586331969043797,0.0,0.0,0.0,0.7278502663402311,0.0,0.0,0.3715237711578536,0.0,0.0,0.0,6.0,0.42694160202367437,0.0,1.0236020538584203,0.325
20,0.2773947837430437,4.545432757336031,0.9067443200466254,0.5949075581180903,2.1567182006710026,0.7939394831582134,1570.3903062350846,760.6160150352604,0.8575697864806435,0.3923452023322445,0.9992884610974622,0.0859472613787551,0.1167072125439316,0.0002091755913826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0295959598302668,0.0,0.0,0.0,6.0,0.3546821152841333,0.0,1.0236020538584203,0.325
21,0.026753420738717,1.801485275466949,0.1732916451455566,0.3809135401667783,2.782160499562265,-1.1911253203872014,-319.12546064788063,798.6194826155054,0.7369585876477407,0.0718800235343695,0.4389132084174016,0.8104428993759929,0.0973272902291201,0.049931002543155,0.0,0.0,0.0,0.0,0.5532554159448657,0.0,0.0,0.066319585120291,0.0,0.0,0.0,6.0,0.3893867647685387,0.0,1.0236020538584203,0.325
22,0.7675787615962655,5.327151684335469,1.336652816976486,0.4315119341825325,2.7413756981008053,-0.174215712523732,3266.2650219252187,900.8925741409346,0.4705295536116064,0.4432194441315225,0.4064113830132264,0.890693187040433,0.0167203674516461,0.0390316326511675,0.0,0.0,0.0,0.0,0.4531999145254476,0.0,0.0,0.0372332396935888,0.0,0.0,0.0,6.0,0.38179018554229627,0.0,1.0236020538584203,0.325
23,0.5641484264867092,6.165822497243625,1.4794918003637028,0.0676679145984065,1.248021051082643,0.8300303352329128,1536.505282208764,871.9968103828567,0.5273962773987906,0.7142772506912048,0.7823385143213081,0.1244067293811524,0.1170739380713148,0.000482651850889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250568301953221,0.0,0.0,0.0,6.0,0.3544151076585484,0.0,1.0236020538584203,0.325
