# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 7
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.3678391859321565,4.541242922943817,-0.7680441664647398,0.5536517715172021,0.4390634964999506,0.0573306402877067,5.9219728733689285,0.2228147283700872,0.8438593564157754,0.4868673449539537,0.9658868434328766,0.7764346393639695,1.285643897353108,0.6640854293584744,0.0146963877804932,0.0021996666188799,0.0,0.0,0.0,0.0,0,0,0.0,0.007001734715419,0,0,0,6,0.35335304321855404,0.0,1.353353043218554,0.216
2,0.5983921424949877,5.123408285531914,0.9537859527851946,0.5229313976141272,0.2420300778991381,0.4272359820881078,0.1388124533224709,-0.0989798261351053,0.9082236268364547,0.2445729317589121,0.1793917904872425,0.2336953328685439,1.7424666416162793,1.3024230689947014,0.014773848003026,0.0021832012973816,0.0,0.0,0.0,0.0,0,0,0.0,0.0026527219939032,0,0,0,6,0.35309721894081786,0.0,1.353097218940818,0.216
3,0.5849289178293613,5.456485456802474,1.4272406086780984,0.6837291982929724,0.5803991969879579,0.9476703676525596,0.1239937334817209,0.5733632989839497,0.7204307113164797,0.7220936001491203,0.651806928860285,0.8123402265133505,0.2521844177222359,1.4037923985784035,0.1153983376814689,0.0018788759551426,0.0,0.0,0.0,0.0,0,0,0.0,0.0183827857916941,0,0,0,6,0.3540225168112761,0.0,1.353097218940818,0.216
4,0.4031757762107633,4.287907143659848,-1.5084989600038363,0.6482236253844996,0.0419349704907846,0.6464491905097222,2.572256186962204,0.3047071696039758,0.3338240051535992,0.2413352132983418,0.759821216909723,0.2300993328175723,1.0498935698322551,0.3022754437401389,0.1154814081853658,0.003880485978009,0.0,0.0,0.0,0.0,0,0,0.0,0.0096444275549907,0,0,0,6,0.3535084957385288,0.0,1.353097218940818,0.216
5,0.7440340269820805,2.8122881850839243,-1.531804354979578,0.1819161900173646,0.8956510359787442,0.4347583394080331,4.409064025205302,1.4647168684100982,0.5287629642652527,0.1717044141680972,0.2845153430932787,0.3914532627941284,1.7643384622998344,1.7478105832318125,0.057137026835999,0.0039635047076813,0.0,0.0,0.0,0.0,0,0,0.0,0.0268122826914742,0,0,0,6,0.3545183695700867,0.0,1.353097218940818,0.216
6,0.1637421699636698,5.269071427615858,0.3098347798998775,0.5341131071783035,0.0804279670735803,0.4541161234038254,5.679496236336508,0.0781412418768476,0.0284532013889474,0.7371990245358444,0.2746312789157542,0.29732647699891,0.1239661340619178,1.0762547025904488,0.0967223554563233,0.0039825182033054,0.0,0.0,0.0,0.0,0,0,0.0,0.0894673213767416,0,0,0,6,0.35820396008098476,0.0,1.353097218940818,0.216
7,0.4700382970650167,1.2880574469766288,0.9094169103111636,0.4426274902323583,0.0181217801735067,0.9608931870203306,5.880705093075746,-0.7309153314154737,0.114258185284304,0.986809678514236,0.4265787053502834,0.3955576424447085,1.892761415267082,1.4473707544941603,0.0793838216538761,0.0041631894737347,0.0,0.0,0.0,0.0,0,0,0.1017770597738287,0.0063065711318544,0,0,0,6,0.359299037112099,0.0,1.353097218940818,0.216
8,0.2301647353275472,3.7676364136876734,0.4269471653149841,0.7302091552845049,0.6551809763729528,0.8450423388134632,1.0132250303851142,1.2697964902067276,0.6918112991696188,0.9478704761236718,0.4704972707396408,0.5941825412426645,0.1563081452239128,0.1323826061726669,0.1155532454986599,0.001325385468495,0.0,0.0,0.0,0.0,0,0,0.0,0.0172301169510669,0,0,0,6,0.3539547127618275,0.0,1.353097218940818,0.216
9,0.4657504492624952,3.845987516361196,-0.865122387230946,0.0429669068327077,0.4132396894385873,0.5058479216169127,2.2667422683026266,1.2677938528906796,0.7021669740384123,0.2615860097320872,0.5875513725157653,0.4980663406455511,0.4044754356940403,1.4463342501124048,0.0156413593762726,0.0021859080555654,0.0,0.0,0.0,0.0,0,0,0.48,0.0061009414938442,0,0,0,6,0.3815353494996379,0.0,1.353097218940818,0.216
10,0.3772039522908491,4.549892010938756,1.3708749584494893,0.1620656935642968,0.0029996312311674,0.9102145166751084,5.956300900087855,-1.4215943188156324,0.1732567659509175,0.6399634788925728,0.4205718968576148,0.9333016247986866,1.546684119280627,0.1000192976581286,0.1043758461912707,0.004203484665637,0.0,0.0,0.0,0.0,0,0,0.0,0.0524447199439074,0,0,0,6,0.35602615999670045,0.0,1.353097218940818,0.216
