# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 6
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.6949315029555938,3.8097147634949073,-0.3525097759234878,0.3215677317403873,0.8944490540259926,0.2563620475897036,1.8253765802514563,-0.6600183272699855,0.4952769940729837,0.661896559019952,2930.49477155671,210.76386237350485,0.235139394403362,1.6190046601835733,0.3357775876294687,0.9576305083408684,1.6900932904362702,0.3018676348302823,0.0621853811436513,0.0,0.0,0,0.0,0.721930262364509,0,0.4430082256169212,0.0,0,0,0,6,0.42146696988126064,0.0,1.4214669698812608,0.193
2,0.9895133657362076,4.611661633300489,-0.1088320955100319,0.37257537914116,0.0817883699755775,0.6679533271001455,1.1381084555376697,1.2002003454962211,0.9177629014457988,0.2456905318657578,1921.338207521662,376.67665175364107,0.9308988273355688,1.8302741378241807,0.9137602258033544,0.1582301310053133,0.6085851330401051,0.3724944821735216,0.0079274519035069,0.0,0.0,0,0.0,0.0,0,0.0,0.046853156977232,0,0,0,6,0.35569724452807244,0.0,1.3556972445280724,0.215
3,0.5049604585760223,1.2299536174408168,-0.7536780756199271,0.887491639205114,0.5518640248421954,0.0204774246484206,1.2101544037084326,-0.072243772474861,0.5202153735726034,0.3477570088026708,374.33594301627807,213.34361271482504,0.3519468972947365,0.3885484635782401,0.5250331369474269,0.4805523522937145,0.7780741278581895,0.1883819620799136,0.0018181896311686,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.69442634778134,0.435
4,0.7319582555668835,5.59951317972496,1.0352775459558583,0.7334921381215569,0.4704222503239178,0.2067655659052307,3.6765265527529487,-0.2485448626227309,0.5206495436149069,0.23923382883108,840.7064677953966,428.430936160845,0.4844343359799534,0.1145383444828382,0.1929189690491655,1.0964038969291123,1.2739556444927496,0.1191669718203857,0.0023557962319018,0.0,0.0,0,0.0,0.0,0,0.0,0.1308635484486944,0,0,0,6,0.3606390322616879,0.0,0.69442634778134,0.435
5,0.0759695487061435,4.863313105929251,1.5037305313177685,0.4107840679664143,0.153474843489578,0.6522646188581193,3.1435180099942404,0.6605437411661144,0.0574885239248463,0.9201183272429636,2529.314992227576,778.8202695167912,0.5035009476105528,0.4280979593102649,0.9120037240932908,0.3754073318494559,0.7940109793791013,0.4536811021684602,0.0039138182955895,0.0,0.0,0,0.0,0.0,0,0.0,0.1202203062113088,0,0,0,6,0.3600129591889005,0.0,0.69442634778134,0.435
6,0.9275904665903424,4.8337499894422775,0.0144460466964759,0.1578541191306745,0.485763416496384,0.283770680628861,3.3167332508602474,1.3754649390208198,0.0397876628373592,0.8435604135000371,166.56289229986066,561.4344683526706,0.3583340211503056,1.5134915222776584,0.1143326019106469,0.0237634679308067,1.169002346413937,0.2086290149878936,0.005251934100191,0.0,0.0,0,0.0,0.0,0,0.6188642925890279,0.0,0,0,0,6,0.38934495838758987,0.0,0.69442634778134,0.435
7,0.5889908612690071,4.159498075535989,1.3135031084370177,0.9649803543482216,0.9197252348790684,0.1076139901369668,0.5881912929166224,0.8602146223540563,0.6812261084428627,0.7658974979779799,1221.2212961895266,160.55641531581443,0.6870594961078691,1.957419632032402,0.975607249756122,1.6846679433497425,1.7558987836215634,0.3501083634936575,0.0034407599934084,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.69442634778134,0.435
8,0.3797799027305022,5.3404638659016666,-1.2292928227000406,0.5742244927746649,0.5096772365311398,0.57090513996076,1.7924419924441088,-1.163080134050105,0.7718637112610216,0.4782967651898836,2755.994314856278,351.605968337818,0.9170513710198738,0.5581205087459411,0.489351297581268,1.8145906135464256,1.1546668844353525,0.457531050912563,0.002365820805352,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.69442634778134,0.435
9,0.2340736549652839,0.6430805678075326,-0.257649100047981,0.0475745655789082,0.7860348289674834,0.3920738330662349,4.623796649516298,0.6306508217937639,0.668956013941256,0.7594285901116096,2019.9288729027085,215.168230567706,0.0445098108340027,0.4505743377778828,0.7488820278372724,1.5022340650362742,1.7814761887955404,0.3874757285956127,0.0022716093984012,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.69442634778134,0.435
10,0.2889651743515358,3.878605504369141,-1.3203677577098756,0.3378689670497267,0.6536856132128086,0.5260116782762372,2.584153015781833,1.3708553792037943,0.059520876549953,0.0156679764526661,1982.4726860438263,127.08364283668206,0.7567584999317227,0.1526908912697797,0.8778141882376344,1.644334953513884,1.1118392977365483,0.4628902397450243,0.0041273914514886,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.69442634778134,0.435
