# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 0
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.4630073578150214,2.345588042336162,-1.1355619262068382,0.8665618499863413,0.0404326372534201,0.0087401622537164,2194.893910095814,-257.55605845099694,1162.8114045348582,1349.9501280508553,0.0408957654848115,0.3790196043954357,0.703480392293747,1.3560627613500773,1.450130737164418,0.0282370853730375,0.0865207879081343,1.0,0,0,0.0,0.0,0,0.2336309523809523,0.0560037554765232,1,0,0,6,0.48762557105043974,0.0,1.4876255710504398,0.171
2,0.1571571615966258,1.4954747734671716,-1.2222443879652176,0.5062690516689823,5.80459374032059,0.2840893766136423,1822.6284017065327,650.9945345579445,1738.285650773286,-194.99168726156464,0.2911780789864071,0.6742360012553712,0.7257063522413049,1.265266185020865,0.175424766131941,0.020887008310196,0.0198492977978388,0.1267250844862067,0,0,0.0,0.0,0,0.0613756613756613,0.0,1,0,0,6,0.42282945563893337,0.0,1.4228294556389334,0.192
3,0.2667335712267404,1.3187785817955533,-0.6874294340612721,0.8095107007264697,1.253390043780573,1.2139105565077295,2138.119565200531,-335.6319316667459,636.4492068992511,975.1352102862928,0.0234831589216985,0.4247253517525911,0.9064106259549528,0.3361388138833466,1.193691283522168,0.0111867384204926,0.0037405630766051,0.0,0,0,0.0,0.0,0,0.0,0.1154696224760659,0,0,0,6,0.3597335072044745,0.0,1.3597335072044745,0.213
4,0.1212324408021803,3.636081209990514,1.2418824126478365,0.2030531937645129,0.0518523655686249,-1.3084620384129766,1119.3083208275764,-447.6054720401008,-245.4903146703957,990.2249471304036,0.9209263190491158,0.4201074247719361,0.3981348215949869,1.9161526135704896,0.1868355974681326,0.0105912777168047,0.0528166381131036,0.0,0,0,0.0,0.5216280936518952,0,0.460708782742681,0.1053009914265215,0,0,0,6,0.4169198745777116,0.0,1.3597335072044745,0.213
5,0.5798001523715048,1.084196252429484,0.3420828352010372,0.9583259078949696,0.3403802752321173,0.1729783521140528,1319.1424575147264,-52.08656761460605,304.93165709560526,2484.6517199713367,0.997964270668016,0.1213356246699396,0.7054682627496689,2.852768359470562,0.4735721969863729,0.0190771204025911,0.109763484593652,1.0,0,0,0.0,0.2674615967539098,0,0.5344655344655345,0.0552383620475734,0,0,0,6,0.46218620548629513,0.0,1.3597335072044745,0.213
6,0.6111274473735047,0.2703701404317427,-0.4211403661875428,0.6741247439537862,3.708706940898351,0.8627598856687038,-239.7826567134801,541.5944556139239,2092.108179965061,1252.4194799118127,0.4513000041993752,0.4021703019646716,0.9860716607190908,1.7233077752373958,0.0367332306346928,0.0138121125167035,0.0722185404982811,0.4489846600879786,0,0,0.0,0.3495294811482425,0,0.0,0.089782023206601,1,0,0,6,0.4640174214378131,0.0,1.3597335072044745,0.213
7,0.799369853792688,2.06535935405604,-0.2086881638222242,0.2134272025652669,2.7898251897307844,-0.5506911489138788,-233.55031072005204,1388.5304991503117,-190.79169219350365,1852.2963238171571,0.0253910897775129,0.7807213333281474,0.8075498225438462,1.491991803334921,1.418895822432384,0.0081751547697095,0.1602764864389008,1.0,0,0,0.0,0.8797364462001975,0,0.7984,0.0,1,0,1,6,0.628125673305894,0.0,1.3597335072044745,0.213
8,0.2482608375402275,4.634582760877437,-0.2355973941165265,0.230953321574442,6.057460453724689,-0.3113191840567244,618.9083223605421,2079.704498360984,608.0799357399881,1502.516112259718,0.1710597551811155,0.8432737132572902,0.2589120569033496,0.1515112580240769,1.9505179049012988,0.0090025078602768,0.0170786213206975,0.0,0,0,0.0,0.1548240479883539,0,0.0,0.1320975694270124,0,0,0,6,0.36981891867149214,0.0,1.3597335072044745,0.213
9,0.172756152324086,5.9471555599817965,1.5273358422775232,0.6065576460087247,0.0746111649972791,-1.3794396796967812,125.80555945438824,666.635937114929,1334.6460315911602,2399.299877852636,0.3545311040059504,0.1406445092031103,0.5619321486184499,0.4118988132872798,0.1731765232607556,0.0070149450500421,0.0417962361619175,0.0,0,0,0.0,0.4611817997541336,0,0.0,0.1678168297598873,0,0,0,6,0.3899410958537659,0.0,1.3597335072044745,0.213
10,0.5559597335458571,4.373022654278398,-1.364717621875244,0.4514004449734133,4.422381577871132,0.8299153175091512,649.0026322343954,2161.530005993218,7.239602428413718,1646.3994594102037,0.7717047229207187,0.8802557260429886,0.4944358121519605,0.2976793778655504,0.0969192426927585,0.0091054612960871,0.0161751961765628,0.0,0,0,0.0,0.1575058142181324,0,0.0,0.1301816817464691,0,0,0,6,0.36986397035085894,0.0,1.3597335072044745,0.213
11,0.5288377115752113,1.0890562703340845,0.407413458636038,0.0842722964452568,4.901821085693959,-0.8720813996169663,-460.9573587128351,27.551631785240147,870.0925169480563,1177.735944364359,0.3882840058445673,0.1730497594819927,0.4820616587469848,2.8393116801032154,1.0708596120265603,0.0084198293370968,0.1161526320398759,1.0,0,0,0.0,0.3607756267707237,0,0.4754990925589836,0.0,1,0,0,6,0.519780865842924,0.0,1.3597335072044745,0.213
12,0.9412873808373796,0.1807880520091156,1.5492886125194,0.8889941233079832,3.4202752852078504,0.0738130537560006,1111.3719264033928,2228.603291424806,-303.2625642994725,1428.4313821913768,0.5421513166683605,0.300318159642215,0.7249272035382107,2.162028598877479,0.206420139962713,0.0098605277200088,0.1163775138921138,1.0,0,0,0.0,0.3676662159179421,0,0.3235724743777452,0.0,1,0,0,6,0.5112493347232757,0.0,1.3597335072044745,0.213
