# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 3
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.3715417397265432,1.5637694617521265,-1.286292785222598,0.2255301319425127,0.4498162514720469,0.0499073545407452,5.915543832867384,0.931589446637171,0.7691141560321825,0.4920877846383308,1950.7384585653404,412.66374803769577,0.0425368333059751,1.7722859604262318,0.0269339926605328,0.181235056322542,1.4279869285852609,0.3892932933118583,0.0023992312270354,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
2,0.7061731742437007,5.549895338879241,0.5847650751843436,0.1436640450164253,0.3780471617819376,0.3631700568976423,5.711650724338139,-0.5801998968470079,0.5308011830248096,0.5714246795019869,2358.7319542991395,301.28369884986773,0.278094955717614,0.8029048014076514,0.0067501207269953,0.2037395126535639,0.4387211424175179,0.355664485594926,0.0025833998435372,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
3,0.370827454023275,2.885076105102371,0.5091624305834226,0.263268305465292,0.6890800397218041,0.0760592019119869,3.5084058601927555,-1.4619097361722242,0.754205065549299,0.4609932370764122,654.822201431916,19.0339170713324,0.0509465180088486,0.0931155793454543,0.5752237653784947,1.774551482343753,1.9401003458206496,0.4536791897541904,0.0030495058590507,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
4,0.3745236309681647,2.0593527462253896,-0.7874600499459287,0.4378244027653134,0.4620239137480701,0.6142424937828075,2.5349552483219635,-1.5486832159332176,0.4791322555831255,0.1336772716848879,861.1602474844731,212.29955158586,0.755642911940678,0.5053502808814636,0.3663640147266891,1.8930493980747591,0.6985815232335753,0.3776549067159109,0.0009341329682026,0.0,0,0,0.0,0.0,0,0.0,0.0845751103447701,0,0,0,6,0.35791618296145705,0.0,1.0,0.333
5,0.5873842160008564,2.855327906949261,-1.1853339012203492,0.0023453395090476,0.8624668372795102,0.7844705790660056,3.865818615984096,1.0864818807829515,0.3630831705715424,0.9161924806302906,1448.231655062771,529.9616703241686,0.3213450424129233,0.4365674609687751,0.7594429134818359,1.2198101122708538,0.6243921443259113,0.1336150180763317,0.0041617000811331,0.0,0,0,0.0,0.0,0,0.0,0.1511538615821258,0,0,0,6,0.3618325800930662,0.0,1.0,0.333
6,0.4025028668574337,4.840954569242956,1.087524348710725,0.0143363015840051,0.379762953073287,0.8638296274675963,2.9336914909798786,1.0752581022381262,0.9920849809446832,0.7632686118454608,1684.6346091368157,464.1388102329834,0.0110219362083295,1.046058570893439,0.3317398316791218,1.858678518743339,0.5451154198326906,0.1576047541785678,0.016232399433571,0.0617509915826758,0,0,0.0,0.0,0,0.185515873015873,0.0471231140065656,0,0,0,6,0.37025823403559494,0.0,1.0,0.333
7,0.1720018246207082,1.1562227027234786,1.3584028843376714,0.2425071512823833,0.1108737910257221,0.4553822941459858,1.5911356370811622,-0.9802409638262336,0.7164748020355927,0.2382216498697374,2701.1253457742755,110.89304306222937,0.0930300194640837,0.9628064551081108,0.9409866480091128,1.9355627717665695,1.623256482547166,0.4540065289146985,0.0022507371378481,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
8,0.5550304274541101,0.579081979091219,1.1513207671718124,0.286862070301709,0.6982627303700045,0.8944132420405908,2.9419204185800707,0.2528852635975229,0.599864311481903,0.3370911238054641,2432.9117059395267,130.787645135795,0.1480005187472165,1.9903988409974096,0.3197514185470784,1.7042552939574338,0.0967684089094489,0.2229652706330008,0.0028957392846518,0.0,0,0,0.0,0.0,0,0.5633456334563346,0.0,0,0,0,6,0.38607915490919614,0.0,1.0,0.333
9,0.6287080122049261,3.1482386090070986,-1.1686999440884769,0.1832040313121297,0.9701550612605434,0.1492485803672034,5.615182147467449,-0.7866821857616335,0.4269152985258216,0.686536963425339,1184.2657234386909,804.9822623721849,0.4124970250448335,1.8071177229586377,0.6416614178412506,0.2386197059346346,0.4345554888475051,0.5,0.0041653687066526,0.0,0,0,0.0,0.0,0,0.2573789846517119,0.0,0,0,0,6,0.3680811167442184,0.0,1.0,0.333
10,0.5092018877275365,6.268134536718988,-0.4540200610302913,0.7869253344537573,0.9929580266790676,0.6506292977235895,5.113667975053732,-0.4162175150400615,0.2854608262192905,0.1978759166708288,176.43298102229244,352.70128596227056,0.8739701641166281,1.3147255678131895,0.9481651270764548,1.011871823526894,1.28583210719435,0.020985166878275,0.0874739284501479,1.0,0,0,0.0,0.0,0,0.609967497291441,0.0,0,0,1,6,0.5064686763112612,0.0,1.0,0.333
