# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 3
# problem_name: 15-areas_hor=1_ver=2
# variant: CV
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.4696163691987468,4.658433567447983,0.0799030083921217,0.8280229030184836,5.578591204451716,0.4909293801402752,1146.3408527482234,1136.8151422270776,0.3168044872132336,0.6833416724043546,0.4913409827893059,0.0309500735275422,0.2563751962060666,0.6766511290426382,0.8097940652506678,0.9846660684318412,0.1909604990072234,0.0022844785447666,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
2,0.2764810521003485,2.93821343661355,-1.2109814300804678,0.3779004509124519,6.122320645846044,1.125795249632295,434.6026125430767,-213.22228419548512,0.0201898992497635,0.2780855293281302,0.6230045042807701,0.0035956933233513,0.2171279421124474,0.4783210976977935,0.4827062732007557,0.2381983378815647,0.2970856800327305,0.0019998173010024,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
3,0.2070818364008788,3.771684249903556,0.984594416974625,0.4619285652091481,0.0955963145607231,-1.3686015232118056,1167.8914618743786,993.862474293805,0.8545799772189513,0.998690806745814,0.524578826201043,0.3208317756991978,0.1695446004072081,0.8139037709536332,0.7039448557672923,0.0615827609167916,0.3582447919754913,0.1386395796850923,0.0,0.6257484282507687,1.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.09563226048533935,0.0,1.0,0.333
4,0.9298537531850936,5.225192565040778,1.2028496252759011,0.9235402480600768,4.09216151380867,-0.9457192568288636,2127.6533483326657,845.9323206841207,0.7074382330348719,0.3975942455028631,0.4616666960391609,0.9309670946490038,0.1046790255082499,0.4711661287248777,0.9625449135572174,0.2129345714276789,0.2587993011065786,0.1320574765555383,0.0,0.5379555124796654,1.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.09046797132233327,0.0,1.0,0.333
5,0.9423679509289506,1.6876142225715638,0.5061074420707103,0.8840534916123837,0.2236343813027577,1.3090187688925372,-168.9711443620821,1036.4104536610043,0.4356214293483464,0.3797580512472029,0.8347978532968184,0.1353105169063746,0.7470754096666797,0.7947918691041457,0.9620711804415684,0.0605798165040002,0.1935873733265651,0.0323758262261279,0.0,0.0,0.0,0.0,0.3777986486155278,0,0.0,0.0,0,0,0,0,0.02222344991856046,0.0,1.0,0.333
6,0.6156538446665512,2.23758298491414,0.5216737318123683,0.8896445519098913,3.829848633911421,-0.0881183467777921,-459.71699311292144,1082.8281406122085,0.9176162775042116,0.0067556181773313,0.3644153410847365,0.8306930153683896,0.2726488421937832,0.3610445186307426,0.9768766876615098,0.5783123863183274,0.2013352534760431,0.0437380902273382,0.0,0.0,0.0015771314568819,0.0,0.4685670043075606,0,0.0742240215924426,0.0,0,0,0,6,0.38496283278569915,0.0,1.0,0.333
7,0.5879174784366167,3.2508002307512323,0.1189664268177812,0.9780965196972502,3.7738132595206655,0.8266965312610735,3397.8230739452147,1174.7689986808575,0.6613025704569698,0.9693110176044634,0.6585918110053224,0.8647762468943552,0.3358065066573246,0.3577573640565246,0.793060650340548,0.6897156147532923,0.2758656917393163,0.0439154010059993,0.0,0.0,0.0,0.0,0.4775012492876089,0,0.0,0.0,0,0,0,0,0.028088308781624053,0.0,1.0,0.333
8,0.6485312491934023,2.5906691133978628,1.1084861758740798,0.1870079808820494,0.5586686137712935,-0.7601847010351322,1117.9389817719807,504.82385207588334,0.929799629662984,0.3275570943497913,0.3145359567281519,0.5894976192097503,0.7538156411988216,0.6251600688933076,0.3854717833104697,0.995772160861754,0.2817090835532147,0.1666694691834751,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,6,0.5294117647058824,0.0,1.0,0.333
9,0.7393434399009935,4.539966320381078,0.4408018239268183,0.714859663467274,5.980500350562262,1.2335475244005043,3727.015360412157,699.1708354092558,0.1423219071016523,0.3171441182966984,0.1015266674927122,0.3893969859042219,0.4121554276028637,0.4211793655900007,0.1540203164758766,0.9044852137398196,0.3118430997132638,0.0017553126943104,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
10,0.2790606253847912,2.822659691412841,-0.8769079154816373,0.8076441579383585,1.2494083381407848,-1.4042605541430608,329.27163667401305,450.1234948758,0.5915852510976943,0.3332897809315956,0.6053975280861081,0.1745836413836893,0.5855281609088652,0.4567971566421021,0.0573216852285392,0.1785026530042847,0.1966878898853447,0.0004020242876211,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.06999634858291404,0.643
