# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 0
# problem_name: 15-areas_hor=1_ver=2
# variant: CV
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.0370233806077093,0.0828264375781822,-0.751787998421933,0.5204497696836088,0.6377796646548416,-1.144710663645285,3651.086471685863,326.3938364905258,0.4619667607464571,0.4660867463250376,0.0300744287461335,0.6301281976186741,0.4318605514267223,0.9503799385831196,0.9401059297075102,0.1296280531117463,0.4803900472283031,0.2207950763951191,0.0,1.0,1.0,0.0,0.6384408094585491,0,0.0584958217270195,0.0,0,1,0,6,0.5704080371285629,0.0,1.570408037128563,0.143
2,0.6182098690052448,5.618135104993337,-1.2748055530240134,0.6936041275617082,4.430492435610095,-0.5121309818166679,-185.0285190614605,456.7184452221608,0.0024369600541751,0.8892249563468915,0.1114194465755588,0.9641091413118424,0.2448480822371703,0.4278051314496565,0.93827956552682,0.8218573961122897,0.3039781986937292,0.0180473849644155,0.0,0.0,0.1715447757099159,0.0,0.0,0,0.0959147424511545,0.0,0,0,0,6,0.36867408930359236,0.0,1.3686740893035925,0.21
3,0.4219727749424207,2.186898607728484,-0.1625281794003295,0.5824068476087749,5.37525599011233,-1.1437747252250603,-484.4922687233439,809.6732693905033,0.9866011530254484,0.2491419259200475,0.1660559158768866,0.1442706172074946,0.1419046871484088,0.4253655900542551,0.4257751071074137,0.9243460028717384,0.5,0.0492508791030216,0.0,0.0,0.0,0.0,0.5557035187666616,0,0.0609579100145137,0.0,0,0,0,6,0.3892153781635986,0.0,1.3686740893035925,0.21
4,0.9885119423732058,0.852414375742176,-1.0025955028710176,0.640736554595947,1.737248767539228,-0.3450900270331309,710.953762884785,600.611386456789,0.4690930034073169,0.1730339396290267,0.3971090381635732,0.2627755979590003,0.5523180569466907,0.177772662339094,0.4134765876102149,0.1381293077462076,0.162637707537125,0.0303920194360974,0.0,0.0,0.3132014214836101,0.0,0.0,0,0.0,0.0,0,0,0,0,0.018423613028447652,0.0,1.0184236130284476,0.327
5,0.5354792526103214,0.7643063860616388,-1.2267139153483455,0.1120366368142604,3.155818388634985,-1.2928311359679718,479.9726410153132,1087.9037952813017,0.7778031052644278,0.4683429414774956,0.4855011256157946,0.0090415897441799,0.5942011010576707,0.571832408068645,0.9292125053381644,0.3162990458597646,0.0807114905055489,0.0081473230440981,0.0,0.0,0.0,0.0,0.0894553208455889,0,0.0,0.0,0,0,0,0,0.005262077696799347,0.0,1.0052620776967993,0.332
6,0.1219657007771949,5.28695801962198,-1.3390382084291097,0.7913942951037813,1.8795714647348785,1.1172355852797031,59.17427313358871,680.3845300422091,0.7066543531909951,0.6962122252050121,0.4793570492831897,0.8882361141869654,0.3190915233218268,0.47097639045917,0.4721965796197078,0.2399716109907347,0.4405027666431814,0.0291833933463686,0.0,0.0,0.0,0.0,0.2960733540856258,0,0.0,0.0,0,0,0,0,0.017416079652095635,0.0,1.0052620776967993,0.332
7,0.6395304428384225,0.5419715954757115,-1.2499458771381655,0.3093695250296496,3.9760281260804,0.1941658216549977,3343.4232871246,72.33282014098921,0.6251278325685264,0.2946247115802106,0.8244740723765392,0.0456402286411429,0.3092415928107588,0.9787557839413298,0.1004438522070254,0.6342168397691798,0.5,0.0403518678678445,0.0,0.0,0.0,0.0,0.4731490786918423,0,0.0131752305665349,0.0,0,0,0,6,0.38154848877990455,0.0,1.0052620776967993,0.332
8,0.5033854505441778,6.140417587534931,0.5573995848778899,0.3298945058302482,0.3399968595276605,-0.9387569348482512,-590.1697443903017,552.6948313222321,0.0989960535068034,0.5640388017222593,0.6731515005654596,0.8037091319199049,0.8026475611880467,0.9628608113976224,0.9571492600381888,0.6582871696353272,0.3017054906798866,0.0026469554704252,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
9,0.2512006484797039,0.6728214507020351,1.4996345918838672,0.7151162353334268,1.3188500365507454,0.0969264210487901,2964.141422018135,251.7145432876304,0.4301034372811601,0.0645103284502564,0.2783706607872315,0.8454506613996496,0.4864952387471852,0.5530784258572726,0.2693052825338448,0.4930298098906113,0.5,0.1926786661715542,0.0,1.0,1.0,0.0,0.3066366739952346,0,0.0,0.0,0,0,0,0,0.1356845102350138,0.0,1.0,0.333
10,0.2140069041573251,4.045547575564874,0.9950033452588444,0.4782119796936176,4.946425091455195,0.9470900699744478,3414.6019886843587,-9.94988307094269,0.1247582707371871,0.0971402564658863,0.600314450772212,0.1777628880544276,0.7629832369773885,0.103326677810918,0.6818468353099388,0.1870069691685342,0.3019504382840045,0.0029531589630479,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
11,0.3593979150866286,5.0039884927065,1.0578313099278651,0.2720106144039377,2.9612987087781777,0.8710401172071971,3155.7552498875525,8.537389683766776,0.4944117961776916,0.9557092438032636,0.3617170977697265,0.3159697976502351,0.7354845026242786,0.5141202310481834,0.7150787797038897,0.7437869314099046,0.4690288321764083,0.198706600409772,0.0,1.0,1.0,0.0,0.3802669924986071,0,0.0,0.0,0,1,0,6,0.5517804113234475,0.0,1.0,0.333
12,0.7265400502164263,0.025594563925811,-0.4630218023119776,0.6921146244820512,4.669546073872776,0.5652117755380335,-251.92657097680603,986.8033252759705,0.8129974708117129,0.2607621654675743,0.2864109489960135,0.1489910916925737,0.4107529657480026,0.3350118405824611,0.7775460856727187,0.5120865426379851,0.3056132463912515,0.0363710528134801,0.0,0.0,0.0,0.0,0.4232552760572196,0,0.0,0.0,0,0,0,0,0.024897369179836447,0.0,1.0,0.333
13,0.2098154430768831,5.810330623639137,-0.8168780970658535,0.3467865419187241,5.317743106119647,0.7291744253947638,1681.5450239330355,1177.5194617308218,0.4690410041942796,0.5749689104576287,0.4252252829912811,0.4456925428447371,0.9391193116768424,0.1499381828643339,0.8308731948120276,0.6138048141720955,0.2957167262132789,0.0876585891955018,0.0,0.0,1.0,0.0,0.0,0,0.0736196319018405,0.046908774728684,0,0,0,6,0.41885461215473674,0.0,1.0,0.333
14,0.3215461125110775,4.288866939028882,0.0277173958790815,0.7174793661551828,1.1993960032650726,1.2902532095850536,2287.322643055834,79.4182361173697,0.3702197934346913,0.2714379162658917,0.6623635458595029,0.5215829207097681,0.874898652590957,0.8479902807001365,0.4087483147769594,0.0191236002718965,0.5,0.1667408721370547,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0,1,0,6,0.5294117647058824,0.0,1.0,0.333
15,0.2529167881426867,3.6335514601521,0.4580902083415932,0.0535563051093251,0.7381773566917793,0.1435729217962507,1867.002331400908,60.908462454529,0.2999358019454962,0.1979948868536893,0.0536740593246445,0.1010475476271911,0.4953975242772205,0.8200913743865605,0.6350775373488424,0.1556701002554378,0.5,0.0016737229114267,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
16,0.710213896222439,0.407529937843023,1.3180836545542718,0.1081296616573551,3.912491469389807,0.9081061057054218,202.69807277804227,637.6293194582532,0.96042487399789,0.2608858357687237,0.3661172945342854,0.8114418737730447,0.3379989747202835,0.0251754396529568,0.8898471779354374,0.5138753094035845,0.3512838193581147,0.1132350347626427,0.0,0.1487112070332166,1.0,0.0,0.1208840704344659,0,0.0,0.0,0,1,0,6,0.48644678102751077,0.0,1.0,0.333
17,0.743946214896941,2.3360598445078136,0.2467112356305196,0.4768969667603338,2.6726953376803064,-0.3256551168879191,714.4878137753531,840.1109597574659,0.3893288758160602,0.1516213420308253,0.4338932595854323,0.0133673468232292,0.3027953918851409,0.6291484564547548,0.0999657340328767,0.9988267444705256,0.5,0.0004505547806952,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.686160953062826,0.438
18,0.1629042153476685,4.533985291605937,-1.477295754955028,0.5895466230217075,5.1234512095485085,-0.2185125230865865,-101.73793570364388,1071.2380453865503,0.8159907879352964,0.3754905441587109,0.6936806859197768,0.7274146321199917,0.4932445793899783,0.8553475693508154,0.2644500663637729,0.7780460910050285,0.1355267861378556,0.1955351544182969,0.0,1.0,1.0,0.0,0.3429006960392046,0,0.0,0.0,0,0,0,0,0.13781768800230615,0.0,0.686160953062826,0.438
