# algorithm: NSGA2
# population_size: 100
# num_evaluations: 10000
# run_idx: 0
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.5210366062041293,0.3414156499548941,-0.942488713436878,0.1163758668175299,4.986949748077527,0.2239246880603801,2.169908605964555,1.3448570466907164,4.425966220331637,0.2000498942274396,0.0171699087528436,0.1332628265077629,0.0,0.0,1.0,0.0,0.341170103244349,0.2507862416937512,0.8788732394366198,0.0120920789323509,0.0,0.0,0.0,6.0,0.4989953919592395,0.0,1.4989953919592396,0.167
2,0.568217593669845,1.5491629416046178,0.3029534096655191,0.7384353927089709,6.131659183560905,0.9325612038573404,2.461732767787451,-0.8099698346316823,1.573298371945595,3.037251157969268,0.0185618987670244,0.1149341687112471,0.0,0.0,1.0,0.1078784303313755,0.24920252714587,0.0129599764617089,0.81640625,0.0,0.0,0.0,0.0,6.0,0.4815557167022914,0.0,1.4815557167022915,0.173
3,0.5488135039273248,4.493667318642264,0.3228406673247614,3.4236020095353483,2.661901610522322,0.6458941130666561,2.749441536415439,1.23079118113181,6.054871697856187,2.4092341172487517,0.0158908722687968,0.1289963842190196,0.0,0.0,1.0,0.3531739440636527,0.0,0.1922366900616913,0.9560260586319218,0.0252148716332763,0.0,0.0,0.0,6.0,0.5015677390817966,0.0,1.4815557167022915,0.173
4,0.3518929961930426,4.532731776627355,0.4322287823990276,5.108568087502046,6.133806745104685,0.8897936564455402,4.80388456371257,0.6228159614993007,2.1079971702932565,0.9279358550707054,0.0246610118660261,0.1386549857780105,0.0,0.0,1.0,0.0,0.4550833068114289,0.2063177107791449,0.9153187440532826,0.0075996684994918,0.0,0.0,0.0,6.0,0.5049599664790204,0.0,1.4815557167022915,0.173
5,0.7510216488563984,5.825843604730204,-1.479839211469099,5.627794360700662,2.4665824437226784,0.8783724953799941,4.340328755970046,1.5310512749596952,4.770712344625463,2.290501437874287,0.0229023571224931,0.1807767142543342,0.0,0.0,1.0,0.6460007097404836,0.2685582854017452,0.252003696862711,0.9922907488986784,0.0042114353557157,0.0,0.0,0.0,6.0,0.539003816250549,0.0,1.4815557167022915,0.173
6,0.0027032138935026,4.066456506602799,0.3153915145433892,3.699160067119955,6.049264327808802,0.0168716733700396,4.376128175292076,0.9854505414913404,3.203213087307152,2.098363161764818,0.0163222105174404,0.1629163701829928,0.0,0.0,1.0,0.161322018171122,0.5725041133927626,0.2082977458938391,0.9042857142857142,0.0,0.0,0.0,0.0,6.0,0.5203770348084376,0.0,1.4815557167022915,0.173
7,0.8890599531897286,4.632457939358293,-1.5546078121031224,4.361522412585841,5.777435428913454,0.7104557595044916,1.1121601260307294,-0.0517793297912989,0.8816315421783764,2.2556338582104223,0.0238023308038062,0.1805409758072671,0.0,0.0,1.0,0.5328523167376117,0.3922892294899974,0.2386965858541751,0.9907502569373072,0.0,0.0,0.0,0.0,6.0,0.5385051993540642,0.0,1.4815557167022915,0.173
8,0.3708527992178887,1.2381285579792605,-0.1261164606769818,0.280307355759319,5.025265750676807,0.0769564469866327,3.2599373839865784,-0.6069239720165553,3.62880937036247,6.0282974703428005,0.0212880874035062,0.1689896828509776,0.0,0.0,1.0,0.1809192191166553,0.5948997051164875,0.2465537677331158,0.9594882729211088,0.0,0.0,0.0,0.0,6.0,0.5283447626404334,0.0,1.4815557167022915,0.173
9,0.2645556121046269,4.864653741776513,-0.1377577941708441,3.5715758356335643,0.1180597980265432,0.6176354970758771,3.845910851596989,0.3673589855366281,5.9297440606020535,4.284003285463798,0.0148083194466792,0.1052556179569981,0.0,0.0,1.0,0.0657060363236434,0.0,0.1897330501918943,0.8404423380726699,0.014722191403709,0.0,0.0,0.0,6.0,0.4770943303524657,0.0,1.4770943303524657,0.174
10,0.1390727011486128,2.68231920364912,1.0771103968712246,5.13985484750863,0.6434846223612619,0.156383348867963,1.9113367495206532,-1.3340488289813088,2.668236339950776,0.6761819837882379,0.0225265741006414,0.1886264465493272,0.0,0.0,1.0,0.6793281689779217,0.3860499448450132,0.19457499787997,0.9813200498132004,0.0,0.0,0.0,0.0,6.0,0.5436043036185945,0.0,1.4770943303524657,0.174
