# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 5
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.2175300091113855,6.250264245097595,-1.3929259887727932,0.9812418485116312,0.7444440786609314,0.3254774392216079,3.756856890944953,1.18806520749055,0.5374362918206482,0.3592003286886641,206.50396435213213,549.5957533099842,0.2494935509788524,1.0334819802485002,0.357978419439776,1.4042330204667686,0.3895091191005708,0.0372904217386541,0.0902105627493004,1.0,0.0,0.0,0.0,0.0526185623475465,0,0.0,0.1385540857901967,0,0,1,6,0.4818336851845732,0.0,1.4818336851845733,0.173
2,0.2222764481912481,1.8500156821803997,0.7283109350194601,0.1105999800611557,0.3992371763381579,0.1898689587916815,2.989998341321709,-0.3822765565353294,0.5568163783471365,0.6946506317306876,104.65258618913133,250.71493408374,0.9200019989980108,1.252299601464298,0.4596004402776548,1.823648025350042,1.9677751973467448,0.3251198830018696,0.0047810134349899,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1274890528377867,0,0,1,6,0.4192640619316345,0.0,1.4192640619316346,0.194
3,0.4682283437978033,0.058894352332114,-1.5086208719905194,0.5661060296034458,0.6048129530103229,0.344998497942556,5.106299375541449,0.6932175800946023,0.2648065136201945,0.3356338656503809,2803.107675522212,397.15768333496817,0.1274541947048575,0.9931009172463918,0.2718922508901362,1.0678624881739582,1.2732257156803335,0.1974742728552267,0.0027715035989923,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
4,0.0648305670499318,4.353052860265751,0.4861577877825547,0.5984168765200047,0.2160012050294597,0.7211713456493666,6.121477482692743,-1.3418625384516527,0.0538675972034871,0.4054773607866936,1135.1082832455872,225.46625902166065,0.4409413974216764,1.2275819831993324,0.6960999106297366,1.0472956591578686,1.916429619069853,0.5,0.0016350182989207,0.0,0.0,0.0,0.0,0.0,0,0.1914634146341463,0.0473042227634783,0,0,0,6,0.36698633161162497,0.0,1.0,0.333
5,0.6948900220676697,1.5933146189824865,0.711890168591971,0.4581840115869727,0.8340651581280865,0.5754441546325663,3.6717498023941695,1.4088254288375173,0.1789508484802202,0.646890904735158,456.922911219767,200.67755250447183,0.8121258613221752,1.242077428672388,0.8036446457335069,1.7508604391592908,0.8164037296498545,0.5,0.0067790721235281,0.0,0.0,0.0,0.0,0.0,0,0.4176313446126447,0.0,0,0,0,6,0.37750772615368494,0.0,1.0,0.333
6,0.3843680418256056,0.3857376953533604,0.5274326890914933,0.353518788812307,0.0398042257547599,0.0830808048534021,1.0351716441131324,0.7414298007174351,0.9477168873782824,0.602576125666904,586.7642277392671,992.6477079885404,0.0172406927140128,0.0646379933373137,0.7555340793759594,0.1625469521380709,0.1538717459387064,0.4514967048061682,0.0039042796245783,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
7,0.2716806953563935,4.069224726822689,-0.9029673082959478,0.0133604561270613,0.0600279360243066,0.8531281011016384,5.170548937780883,0.8291510906136321,0.8614287533890332,0.6168133181730745,2892.5487192267333,479.2561421099441,0.2099140804166145,1.2866435751232954,0.1727748358693979,0.4071738090032124,1.5403270530174742,0.2042561627356629,0.0598801303458261,0.0,0.0,0.0,0.0,0.6416254444200368,0,0.3445086705202312,0.0,0,0,0,6,0.41094906558472166,0.0,1.0,0.333
8,0.9319034124732528,0.4510906419009207,1.0991162883072303,0.0708453093348677,0.1578201327802568,0.0101793115500125,4.78702999227565,-0.3813810777507649,0.3757059737613776,0.0325931915002604,2755.75626232596,516.5666435101884,0.8132744012451008,0.3490296828346657,0.3312097809696445,1.628750777713037,0.5121424127760776,0.2046694893876292,0.0029161175229341,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1312229920375695,0,0,0,6,0.36066017600220995,0.0,1.0,0.333
9,0.5686342552614345,3.410609894420713,-0.3250575093222578,0.3394610612172203,0.1208336759082474,0.7378969649344181,1.4060090949117765,-0.8448822393942462,0.1933245703936502,0.8824655792287712,171.83998767980947,436.8033907414289,0.4282987197909713,0.6517513073384902,0.7903113888229136,0.8547172727556629,1.3287059130027268,0.3874067905601222,0.0036566297869241,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0385546454097672,0,0,0,6,0.3552090967888098,0.0,1.0,0.333
10,0.9114739775214202,3.757128330391766,0.3109956209600935,0.3151135820890078,0.7372311769675679,0.945798531632289,6.20631385533211,-0.2028648512031245,0.9932078253814705,0.9656871094735217,828.8377142280661,476.9445721994897,0.9174923629429022,1.2486940509120894,0.9774231103113534,0.4441861847239561,0.9647988231265484,0.4278881787414934,0.0302492252969596,0.265860568271308,0.0,0.0,0.0,0.0,0,0.0,0.1291775683777177,0,0,0,6,0.3761787139205309,0.0,1.0,0.333
