# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 4
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.3588037153568468,3.620805959543922,-1.525739368050728,0.3179920772965732,0.9290177085739636,-1.218782677879541,-19.643407490458685,636.5197821138881,1161.7391961915453,648.3777716927013,0.8875174948139275,0.6190950687879279,0.7487969651915396,0.9138527221364188,1.3258448079556329,0.0071120442079229,0.0601238082029897,0.0,0,0.0,0.0,0.6889573209572137,0,0.0,0.1643139205619455,0,0,0,6,0.4031336024423035,0.0,1.4031336024423036,0.199
2,0.7395485194426787,1.6772951260848157,0.6075650424936923,0.7866690238970981,1.9931163151916929,-0.4003062967112052,1082.0552390132348,-75.75826187809707,498.1129835940079,90.58360832551784,0.3256442195832035,0.9263648545380616,0.062291973016754,2.000104189946157,1.6424427542998212,0.0154566160158036,0.091104095156415,1.0,0,0.0,0.0,0.0814717029459889,0,0.1513888888888888,0.0820832533429753,1,0,0,6,0.4891143438339913,0.0,1.4031336024423036,0.199
3,0.981284864176855,6.279571521408279,-1.2006766563033608,0.1209949339342989,0.4323824105104281,-1.0567735027302705,146.82369252440947,-338.1363420244063,941.1048841927636,1931.97237791635,0.6083676174896061,0.9573011594266492,0.0325898242514621,2.5666848471350754,1.8929706578451164,0.0151575557019697,0.0460784206953901,0.121282116571897,0,0.0,0.0,0.332811106774638,0,0.0,0.2820277866830422,1,0,0,6,0.4550659417664457,0.0,1.4031336024423036,0.199
4,0.0762706877344395,4.527524136505988,0.914296628762402,0.9337645168511144,0.2120993745605735,0.5182165065026072,1769.9292564354182,935.8595159531404,1019.303658269421,1272.390909674262,0.2399206201352597,0.886408355062981,0.592969968917435,1.1092418527621764,0.5341494097700457,0.0188535464156619,0.0313785490889958,0.2624302808781111,0,0.0,0.0,0.0,0,0.0,0.1197337877668694,0,0,1,6,0.43424494521441065,0.0,1.4031336024423036,0.199
5,0.225142971248117,2.188997720338202,0.4693077532999616,0.0404035180098774,0.5619617279515943,1.1153018468742135,1893.7887285057225,1886.7805511706824,1633.9518782930168,984.5701465553514,0.8549202647823366,0.7582318172406749,0.7486711702983555,2.6280217823458973,1.3272215670714171,0.0191895051386272,0.0842344772813045,1.0,0,0.0,0.0,0.0,0,0.0,0.0,1,0,0,6,0.47058823529411764,0.0,1.4031336024423036,0.199
6,0.151962776840529,2.783708745819592,0.4523027347636414,0.0367256478685349,0.5563037255453441,1.1291671516688666,2232.1631970557937,606.2170000337119,229.54187951569963,1363.0090667343825,0.7788257956105061,0.8036620015241726,0.2869615759255586,0.0689158930789329,0.6651857236586378,0.0109323377088975,0.0017094135772188,0.0,0,0.0,0.0,0.0,0,0.0,0.1038374599509144,0,0,0,6,0.3590492623500538,0.0,1.3590492623500539,0.214
7,0.4612476591711817,0.8488697272910202,-1.4610207824973571,0.5990941977229534,1.0566407825637252,-0.4410579015250333,970.116267188254,2025.2130891514664,2320.167536069436,526.0491349271842,0.6863514241299062,0.8718451730307821,0.1657668587670572,0.9667032208015496,0.3122804370315239,0.0097196613891662,0.0096040915971174,0.0,0,0.0,0.0,0.09354407906984,0,0.0,0.1311214030451311,0,0,0,6,0.3661567930655865,0.0,1.3590492623500539,0.214
8,0.0920738074911533,4.840347666369071,0.6167899492722841,0.2773106611949456,5.410005946435327,1.5301452305043548,139.83994217423924,1513.928505573912,733.8768905053528,-420.8383981664482,0.2714752134516974,0.649995762789225,0.5902935355683561,0.8430172627775392,1.0302512196092684,0.0070309662463926,0.032489476752146,0.0,0,0.0,0.0,0.3502782873171724,0,0.0,0.1656523176249607,0,0,0,6,0.3832900355848313,0.0,1.3590492623500539,0.214
9,0.9119105435953913,1.0597705371380437,-1.2664652769360465,0.4936646389131468,1.2697061780143122,-1.2915884704949228,2340.9247641258607,-37.247735215565,1593.3907679569838,281.1648629485651,0.8437155831741678,0.6754482820458085,0.5067990865693898,1.049989312332169,0.4242291339448059,0.0211798927611382,0.0025790550205619,0.0,0,0.0,0.0,0.0,0,0.0,0.0665678347394746,0,0,0,6,0.3568569314552632,0.0,1.3568569314552632,0.214
10,0.8340151739494225,3.586506041025512,0.6243220169817003,0.939436182837738,5.032844976582998,0.0400458023689926,-76.89731019994628,1475.6877762372392,2319.5513001643903,1255.5738550184728,0.4435331143956368,0.6077203268132741,0.3841595503620091,1.7513644332342355,1.9442986166960845,0.0150992293316063,0.051242030891325,0.0,0,0.0,0.0,0.5541551381112199,0,0.0,0.0,1,0,0,6,0.44436206694771885,0.0,1.3568569314552632,0.214
