# algorithm: SMPSO
# population_size: 100
# num_evaluations: 10000
# run_idx: 8
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.0263736060415157,4.023772832358784,0.3573407668320949,0.1433687536948162,0.9528724605502152,0.7707329985310801,4.2997919605551225,0.9674138728195693,0.999937370549747,0.973087320465074,983.9343356249494,820.1252532154294,0.4035226218590073,0.8202554463010072,0.7128182107564462,1.3542390894887406,1.107338287191621,0.1864150062899251,0.00402671763109,0.0,0,0.0,0.0,0.0,0,0.5051395007342144,0.0,0,0,0,6,0.38265526474907147,0.0,1.3826552647490715,0.206
2,0.210120319866558,4.346573407571378,0.0685380788047647,0.1381186689228963,0.7189712330437021,0.9009456484982832,2.39504972696337,0.933067577250517,0.3744109312327208,0.7899997330620564,1150.387095200556,543.8064730739568,0.7756449703221886,0.4760772876265078,0.904255621404674,0.5862403937459226,1.2113240416218327,0.4560888476875185,0.0024817222741269,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
3,0.8352747376711958,4.187277790733429,-0.1503081529282413,0.6742534091321682,0.2925276984574552,0.5431704944269663,0.4425211603384955,0.7745493072255947,0.5778977702130272,0.8063371577685563,635.9189832614824,978.3564826724732,0.0717492442094202,1.3102682724545405,0.81989911443411,1.553938904368778,1.9983318122087697,0.3921505521672668,0.004459557565439,0.0,0,0.0,0.0,0.0,0,0.0,0.0673006426648478,0,0,0,6,0.3569000378038146,0.0,1.0,0.333
4,0.0504747829377069,1.761309375208757,-0.3587599132058214,0.3726086142468532,0.2622795481248006,0.1976063384028334,2.059425764326575,0.6474118048179816,0.299953490551736,0.6686424032011781,2969.595418581338,902.9828572380442,0.985654861843676,1.4450617692161014,0.7490876417327825,0.4706105466109693,0.4482393584237514,0.4900145238915036,0.0037063278295067,0.0,0,0.0,0.0,0.0,0,0.4822510822510822,0.0,0,0,0,6,0.3813088871912401,0.0,1.0,0.333
5,0.8269670210017694,5.393393847671094,-0.0624051518737467,0.72433203440926,0.7104332121385232,0.5814573186110721,2.1021104017532,-0.2959896570788465,0.7146072163162117,0.7185235614062819,729.8550618573469,299.96423969039853,0.6028867512794669,1.2242902338561212,0.8454451584572116,0.1038122890982993,1.0962272127358286,0.1996659609136397,0.002235072533305,0.0,0,0.0,0.0,0.0,0,0.3705357142857143,0.0,0,0,0,6,0.3747373949579832,0.0,1.0,0.333
6,0.819379600492281,5.426614728194318,1.2604757273542844,0.4108390561305818,0.612950346178637,0.9231869149497192,0.2374867857331822,-0.2244721017813953,0.2572884908612921,0.0827395215704932,2724.251047131061,932.2164575281392,0.3163274785024573,1.3384745934558069,0.0750089000921955,1.1691613877684628,0.5085387823313341,0.4490941393152626,0.0049324914622515,0.0,0,0.0,0.0,0.0,0,0.2266666666666666,0.0,0,0,0,6,0.36627450980392157,0.0,1.0,0.333
7,0.0836664515652784,4.912843281671835,1.0523594829566494,0.070459398796402,0.6719311673675086,0.9563261194511126,3.081061911038204,-0.2511047948506997,0.0655469703867147,0.8648403356204104,519.1859815069247,728.3478242311584,0.5848246018592617,0.1225871546767951,0.2189306208451776,1.6166461147185045,1.0123130778666125,0.2130604161400536,0.0033252416934449,0.0,0,0.0,0.0,0.0,0,0.0,0.1190363906711613,0,0,0,6,0.35994331709830363,0.0,1.0,0.333
8,0.4935848122246346,2.498730454427972,-1.1763959980333174,0.6999754884988425,0.6298137164961309,0.324221305691117,2.8706763250426426,0.2577757471888242,0.0010653616338804,0.8033274119054642,2129.40660877169,748.0912660997019,0.5812339167874748,1.4647710665098623,0.7030163667867237,1.309318400719523,1.7896020161594972,0.5,0.0029603443483779,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,1.0,0.333
9,0.6017174169789391,3.407092857028602,-0.2320136608614329,0.9231813501069648,0.3594268038863081,0.3192306654489808,1.7912118162329371,0.3969825061568008,0.9123959048006336,0.0475688165028302,903.01972350583,741.3959411316039,0.7228870833733441,1.1673811920416484,0.2626323382098005,1.4936601894364363,0.4752020097045935,0.1637022297948285,0.001570320117821,0.0,0,0.0,0.0,0.0,0,0.0,0.0561316873453539,0,0,0,6,0.3562430404320796,0.0,1.0,0.333
10,0.3710298630968983,4.797084057734145,1.164086888521676,0.6453357942344734,0.3910719700483154,0.7517961050509686,5.800631817847613,0.0015778159020625,0.7207315922772844,0.2136224792536016,2761.3584073302763,763.4328023523501,0.8704762645180155,1.2097627061924603,0.1779597506775958,0.9635343366867716,0.4699647233383415,0.4407085222757177,0.0523627941909757,0.0,0,0.0,0.0,0.5928332049787491,0,0.0,0.0,0,0,0,0,0.034872541469338186,0.0,1.0,0.333
