# algorithm: GDE3
# population_size: 100
# num_evaluations: 10000
# run_idx: 9
# alpha: 1.5
n,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,F0,F1,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,cv,hv,icmop,ecdf
1,0.9677466284592054,5.652392453555553,-0.9073426915746567,0.8355021555472828,0.7801363173374226,0.1188673384429108,0.9720201193961092,-1.5434041398209524,0.1174689703938286,0.7252521759275204,0.0640683652479194,0.3124765966882365,1.7441174360338891,0.6902413574911922,0.0790531803791658,0.0023980644067822,0.0,0.0,0.0,0.0,0.0,0.0,0.1908177905308465,0.0168004607501952,0.0,0.0,0.0,6.0,0.3651540147812377,0.0,1.3651540147812378,0.212
2,0.2577562009442007,4.544879324934123,0.0285296358268427,0.3907257799490377,0.4675408750465565,0.6647160503581273,1.2562506793986874,-0.651550739272763,0.8589625136521056,0.6680221871539804,0.9611330365459784,0.7111342211353678,0.0032378703906299,1.7655969948615438,0.0146107850734265,0.0025032055290051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135456569484354,0.0,0.0,0.0,6.0,0.3537379798204962,0.0,1.3537379798204963,0.215
3,0.8760233803118536,1.7604589537116433,-0.4161389481647395,0.5535275841305094,0.5387783641192248,0.2483238848469856,4.5767472258184,-0.6917908742320219,0.4185247605349294,0.0375799712173325,0.5567586345507811,0.7276537625499309,0.794108519148731,1.7259956850644604,0.1121418438926452,0.0039050837502713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013842572339651,0.0,0.0,0.0,6.0,0.35375544543174414,0.0,1.3537379798204963,0.215
4,0.9183606823690394,4.154828491358978,0.5971168224407779,0.3414568921922566,0.6957445402857904,0.4597642332143025,1.8488152704591432,-0.6130099138958165,0.6626358385594131,0.0164579134947976,0.2173383001770775,0.0271584858437502,1.1448930835621798,1.4812149290596055,0.0298357347674162,0.0040743317331789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199344150851604,0.0,0.0,0.0,6.0,0.35411378912265645,0.0,1.3537379798204963,0.215
5,0.3936932682257568,3.665455183468736,1.0014171253672166,0.147285208455848,0.6472410440144529,0.9905929814070856,0.3924279971286997,-0.6747923093753642,0.2937458616348141,0.3802140220825951,0.1354422443510584,0.3258433459093858,0.0445895029625659,0.4131443417008202,0.0315173993674454,0.0029467590327543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196463804439729,0.0,0.0,0.0,6.0,0.354096845908469,0.0,1.3537379798204963,0.215
6,0.2862073101376629,0.8796220419197268,-0.5960294382380437,0.2919924730549156,0.5078745731949899,0.7077947486499118,5.52097062272709,-0.2623794419272878,0.9677725169611234,0.2679051870285689,0.7831822384352906,0.4953665133088362,0.0337355173002828,0.4697983298643857,0.015231259236918,0.003173684612758,0.0,0.0,0.0,0.0,0.0,0.0,0.2324246771879483,0.0166807372834632,0.0,0.0,0.0,6.0,0.3675944361453771,0.0,1.3537379798204963,0.215
7,0.0084615493958008,2.745102273094148,-0.3544542038176015,0.1172381312714798,0.1829653068005971,0.9881646027717468,5.826604937571817,-1.401864379790175,0.7344215401668643,0.0260888010323206,0.3718275371719368,0.953886750071793,1.1295869948775872,0.2175383646596194,0.0150507924100749,0.0027030849656265,0.0,0.0,0.0,0.0,0.0,0.0,0.1704374057315233,0.0075169294198003,0.0,0.0,0.0,6.0,0.3634090785383131,0.0,1.3537379798204963,0.215
8,0.5627753876229514,0.2383050925083146,0.6349397491925712,0.2025791448305507,0.0838178625363152,0.3444183688611407,6.264396104599732,-0.5915901630436788,0.3170847416481631,0.7721891633572272,0.6025727614723432,0.7978209382464759,1.8479382259802184,0.8085983380620085,0.1157244072718064,0.0034915001947791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349430117622856,0.0,0.0,0.0,6.0,0.3549966477507227,0.0,1.3537379798204963,0.215
9,0.6973144499787611,1.0790546775757106,0.5076920449157658,0.6354988305602719,0.6289828019615951,0.8309342517600095,0.8992779926087968,-1.294631065749849,0.0594783015891954,0.1332755421674921,0.48673088233243,0.7434996073411123,1.9141320287619843,1.475850511886348,0.0601337932033951,0.0031176197436147,0.0,0.0,0.0,0.0,0.0,0.0,0.051775147928994,0.0,0.0,0.0,0.0,6.0,0.3559867734075879,0.0,1.3537379798204963,0.215
10,0.3688625834814135,4.4634557248204265,-0.8391317755507659,0.0256584942568178,0.5845637271544453,0.4690774568232412,5.695456555233259,-1.278542848148505,0.7550296300916163,0.6425061521806213,0.8022282094037259,0.0126895701669552,0.6724183739702877,0.9318165561534292,0.0157874176980957,0.001648798471298,0.0,0.0,0.0,0.0,0.0,0.0,0.5257301808066759,0.0014247352140918,0.0,0.0,0.0,6.0,0.38395028917769225,0.0,1.3537379798204963,0.215
11,0.784250737364268,2.6897217914663867,-0.9237619893684526,0.861298227647183,0.9996796526078487,0.0927330422912965,1.1717535799369097,0.1364024537517891,0.4499603760854808,0.0842979862856005,0.2834495798217064,0.2962099629110981,0.6208340677144786,1.0341664387250484,0.1026309278904521,0.0042269865418101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063323222393963,0.0,0.0,0.0,6.0,0.35331366601408215,0.0,1.353313666014082,0.216
